Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
99BQC00060|CITIZENS FOR QUALITY GROWTH|PO BOX 989|||691030989|B|01/04/2001|01/04/2001|I|SUPPORT PASSAGE OF THE NORTH PLATTE ECONOMIC DEVEL|0|O|01/15/2001||99IRC00209||||||R|06/05/2001|02/27/2001|P|0|0
06BQC00128|CITIZENS FOR QUALITY PARKS AND TRAILS|340 S 40TH STREET|LINCOLN|NE|68510|B|03/24/2006|03/23/2006|I|CITY OF LINCOLN Parks and Trails Bond Issue|0|O|03/17/2006||||||||||05/09/2006|P||
99CAC00297|CITIZENS FOR RASMUSSEN NPPD SUBDIST 1|1320 Lincoln Mall #101,|LINCOLN|NE|68508|C|05/29/1996|05/29/1996|I||0|I|05/29/1996|       |          |||||||12/16/1999|11/04/1996|G|0|0
99BQC00021|CITIZENS FOR RENOVATION|521 Centennial Road,|WAYNE|NE|68787|B|09/08/1998|09/08/1998|I||0| |09/08/1998|       |          |||||||01/01/1900|01/01/1900|P|0|0
09BQC00244|CITIZENS FOR RESPONSIBLE SPENDING|193 HAYTHORN DRIVE|ARTHUR|NE|69121|B|08/27/2009|08/25/2009|I|Ogallala School Bond|1|I|12/31/9999||||||||||09/15/2009|||
07BQC00164|CITIZENS FOR RESTORING RESPONSIBLE GOVERNMENT|422 E ST. STE. 5, PO BOX 18|FAIRBURY|NE|68352|B|05/14/2007|05/11/2007|I|City of Fairbury - Recall Mayor Recall City Council|0|R|05/03/2007||||||||||11/06/2007|||
99CAC00301|CITIZENS FOR ROBAK|9555 HOLLOW TREE PLACE|LINCOLN|NE|68512|C|01/04/1994|01/04/1994|I||0|I|01/04/1994|       |          |||||||01/01/1900|05/04/2002|G|0|0
99CAC00331|CITIZENS FOR SHOECRAFT|3207 N 3 ST|LINCOLN|NE|68521|C|10/07/1992|10/07/1992|I||0|I|10/07/1992|||||||||04/11/2005|05/01/2001|P||1
07CAC01060|CITIZENS FOR SOPER|440 W. BEAL |LINCOLN|NE|68521|C|12/14/2007|12/14/2007|I||||12/08/2007|||||||||02/01/2010|05/13/2008|P||
10BQC00286|CITIZENS FOR STABLE ECONOMIC GROWTH|7510 HARVEST HILLS DRIVE|LA VISTA|NE|68128|B|10/25/2010|10/22/2010|I|LB1018- NE Advantage Tourism & Redevelopment|0|I|10/21/2010|||||||||01/03/2011|11/02/2010|G||
99CAC00576|CITIZENS FOR TAMI ROBINSON|2622 NOTTINGHAM COURT|LINCOLN|NE|68512|C|01/24/2002|01/23/2002|I||0|I|01/01/1978||99IRC00258||||||R|01/03/2003|11/05/2002|G|0|1
06IRC00459|CITIZENS FOR THE SCHOOL-PRAGUE (NOT REGISTERED)|210 N HIGHWAY AVENUE|Prague|Ne|68050|C|01/23/2006|01/20/2006|I||||01/01/1978||||||||||05/09/2006|||
99CAC00006|CITIZENS FOR WESELY|5300 LEIGHTON AVE|LINCOLN|NE|68504|C|09/14/1981|09/14/1981|I||0|I|09/14/1981|||||||||08/18/2009|04/05/1999|P||1
07BQC00180|CITIZENS FOR WESTSIDE COMMUNITY SCHOOLS|500 ENERGY PLAZA, 409 SOUTH 17TH STREET|Omaha|NE|68102-2663|B|11/01/2007|11/01/2007|I|Levy override|0|I|10/31/2007|||||||||06/16/2008|11/13/2007|G||
99CAC00306|CITIZENS FOR WHITAKER|802 Spruce,|NORTH PLATTE|NE|69101|C|12/08/1995|12/08/1995|I||0|I|12/08/1995|       |          |||||||04/06/2000|11/04/1996|G|0|0
06CAC00947|CITIZENS IN SUPPORT OF EDUCATION|1555 WASHINGTON ST|BLAIR|NE|68008|C|09/22/2006|09/21/2006|I|School Bond Issue|0|F|12/31/9999|||||||||12/06/2006|11/07/2006|G||
07BQC00172|CITIZENS POLLING TOGETHER FOR OUR CHILDREN (NOT RE|NOT A REGISTERED COMMITTEE|SPALDING|NE|68665|B|09/07/2007|09/06/2007|I||||09/13/2007||||||||||09/12/2007|P||
99PAC00136|CITIZENS PROTECTING WHAT IS RIGHT|1809 M STREET|ORD|NE|68862|I|10/08/2004|10/07/2004|I||0|I|10/05/2004|||||||||04/14/2006|11/02/2004|G||
99CAC00031|CITIZENS TO ELECT BLANKENSHIP FOR CLERK OF THE DIS|2707 S. 50th Street,|OMAHA|NE|68106|C|05/11/1998|05/11/1998|I||0|I|05/11/1998|       |          |||||||02/01/2000|05/04/1998|P|0|0
08CAC01319|CITIZENS TO ELECT BRIAN BUESCHER|1322 S. 35TH AVENUE|OMAHA|NE|68105|C|12/18/2008|12/16/2008|I||||12/15/2008||||||||||05/12/2009|P||
10CAC01410|CITIZENS TO ELECT JIM SMITH|904 BAILEY DRIVE|PAPILLION|NE|68046|C|03/02/2010|03/01/2010|I||||02/17/2010||||||||||11/02/2010|G||1
99CAC00066|CITIZENS TO ELECT RONALD S. MEREDITH|2905 N. 16th Street,|OMAHA|NE|68110|C|05/11/1998|05/11/1998|I||0|I|05/11/1998|       |          |||||||01/31/2000|05/04/1998|P|0|0
08CAC01118|CITIZENS TO ELECT SCOTT PRICE|13702 S. 28TH CIRCLE|BELLEVUE|NE|68123|C|04/16/2008|04/16/2008|I||||04/05/2008||||||||||05/04/2012|P||
07BQC00168|CITIZENS TO PRESERVE MCCOOK\'S FUTURE (NOT REGISTER|NOT A REGISTERED COMMITTEE|MCCOOK|NE|69001|B|09/06/2007|09/04/2007|I||||09/08/2007||||||||||09/11/2007|P||
99CAC00127|CITIZENS TO RE-ELECT DAN WEDDLE SHERIFF|1234 East 16th Street,|FREMONT|NE|68025|C|07/10/1986|07/10/1986|I||0|I|07/10/1986|       |          |||||||12/16/1999|05/04/1998|P|0|0
99CAC00245|CITIZENS TO RE-ELECT FRANK CHRISTENSEN|4521 JOSEPHINE|LA VISTA|NE|68128|C|03/24/1993|03/24/1993|I||0|I|03/24/1993|       |          |||||||03/31/2003|04/03/2001|P|0|0
99BQC00053|CITIZENS TO SAVE QUALITY SCHOOLS|1800 U.S. BANK BLDG. 233 S 13 STREET|||685082095|B|09/29/2000|09/28/2000|I|LEVY & BUDGET LID OVERRIDE ELECTION FOR LPS       |0|O|10/02/2000||99IRC00173||||||R|05/24/2001|11/07/2000|G|0|0
10CAC01491|CITIZENS UNITED FOR SENSIBLE WATER SOLUTIONS|1503 NORRIS AVENUE|MCCOOK|NE|69001|C|10/04/2010|10/01/2010|I||||09/30/2010|||||||||11/30/2010|11/02/2010|G||
07CAC01033|CLARE FOR REGENT|6712 HICKORY CREST CIRCLE|LINCOLN|NE|68516|C|08/15/2007|08/10/2007|I||||08/03/2007||||||||||11/08/2008|G||1
99CAC00672|CLARK ANDERSON FOR REGENT|122 N. HILLCREST|OGALLALA|NE|69153|C|04/01/2004|03/30/2004|I||0|I|03/21/2004|||||||||06/17/2004|05/11/2004|P||
06IRC00460|CLAY CENTER OVERRIDE COMMITTEE (NOT REGISTERED)|103 S BROWN|CLAY CENTER |NE|68933|C|01/23/2006|01/20/2006|I||||01/01/1978||||||||||05/09/2006|||
99BQC00008|CLEAN ENVIRONMENT COMMITTEE|850 SOUTH 51ST STREET|LINCOLN|NE|68510|B|01/07/1991|01/07/1991|I||0||01/07/1991|||||||||01/02/2008|11/04/1992|G||
99CAC00406|CLIFF HERD FOR CITY COUNCIL DISTRICT 6|1703 SOUTH 108TH STREET|OMAHA|NE|68144|C|07/26/1999|07/23/1999|I||0|I|07/26/1999|||||||||12/21/2005|04/03/2001|P||1
99PAC00098|COALITION TO CONTINUE LINCOLN\'S PROSPERITY|1015 S. 40TH|LINCOLN|NE|68510|I|04/27/1999|04/26/1999|I||0|I|04/16/1999|       |99IRC00011||||||R|07/30/1999|05/04/2000|G|0|0
99BQC00051|COALITION TO PREVENT TAX INCREASES|233 S. 13TH STREET, SUITE 800|LINCOLN|NE|68508|B|08/16/1996|08/16/1996|I|TO PREVENT TAX INCREASES                          |0|I|08/16/1996||99IRC00171||||||R|03/17/1998|11/07/1996|G|0|0
99CAC00330|COLEEN SENG FOR CITY COUNCIL (NOW SENG FOR MAYOR)|6101 Walker,|LINCOLN|NE|68507|C|02/15/1985|02/15/1985|I||0|I|02/15/1985|       |          |||||||03/11/2003|04/03/2003|P|0|0
09CAC01326|COLEMAN FOR BOARD OF EDUCATION (NR)|415 LINCOLN STREET|BEATRICE|NE|68310|C|12/31/2999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
99CAC00556|COLEMAN FOR COUNCIL|3257 S STREET|LINCOLN|NE|68503|C|03/27/2001|03/26/2001|I||0|I|03/14/2001||99IRC00231||||||R|01/01/1900|05/01/2001|G|0|1
99PPC00014|COLFAX COUNTY REPUBLICAN CENTRAL COMMITTEE|811 Road 7,|SCHUYLER|NE|68661|T|08/25/1977|08/25/1977|I||0|I|08/25/1977|       |          |||||||07/25/2001|05/04/2000|P|0|0
09CAC01376|COLUMBUS VIADUCT AUTHORITY (NR)|NOT A REGISTERED COMMITTEE|COLUMBUS|NE|68602|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
99PAC00019|COMMERCIAL FEDERAL PAC|13220 CALIFORNIA STREET|OMAHA|NE|68154|S|04/30/1980|04/30/1980|I||0|I|04/30/1980|||||||||05/11/2007|11/05/2004|P||
99BQC00055|COMMITTEE FOR AMENDMENT 1|605 S 14TH SUITE 401|LINCOLN|NE|68508|B|06/30/1994|06/29/1994|I|QUESTION                                          |0|O|06/28/1994||99IRC00182||||||R|01/06/1997|11/07/2094|G|0|1
99BQC00080|COMMITTEE FOR AMENDMENT 2|233 SOUTH 13TH ST  STE 800|||685085|B|10/31/2002|10/31/2002|I|CONSTITUTIONAL AMENDMENT 2                        |0|C|10/30/2002||99IRC00322||||||R|12/30/2002|11/05/2002|G|0|0
99BQC00043|COMMITTEE FOR BETTER JOBS & SAFER NEIGHBORHOODS|309 W. 2ND STREET|GRAND ISLAND|NE|68801|B|06/08/2000|06/07/2000|I|1/2 CENT SALES TAX INCREASE FOR PUBLIC SAFETY, PAR|0|O|05/15/2000||99IRC00140||||||R|07/07/2000|05/09/2000|P|0|0
06BQC00123|COMMITTEE FOR BETTER SCHOOLS AND MORE JOBS IN NE|1201 \'O\' STREET SUITE 201|LINCOLN|NE|68508|B|02/21/2006|02/21/2006|I|INITIATIVE PETITION for no more than three casinos within state|0|I|02/21/2006|||||||||10/03/2006|11/07/2006|G||
99CAC00038|COMMITTEE FOR BRUMBAUGH FOR OPPD|6910 Pacific Street, Suite 200,|OMAHA|NE|68106|C|04/08/1998|04/08/1998|I||0|I|04/08/1998|       |          |||||||03/20/2002|05/04/2004|P|0|0
99BQC00091|COMMITTEE FOR CHARITABLE AND PUBLIC INTEREST GAMIN|1501 SOUTH BURLINGTON AVE.|HASTINGS|NE|68901|B|02/23/2004|02/23/2004|I|GAMING BY THE USE OF PLAYER-ACTIVATED GAMING DEVIC|0|I|02/20/2004||99IRC00369||||||R|03/01/2005|11/02/2004|G|0|0
05BQC00105|COMMITTEE FOR CITIZENS\' PROTECTION |709 E 28TH STREET|SCOTTSBLUFF|NE|69361|B|04/19/2005|04/19/2005|I|Bond Issue for Counth Jail|0|I|04/18/2005|||||||||05/18/2005|05/10/2005|G||
05BQC00106|COMMITTEE FOR FUNDING OUR FUTURE|317 COLLEGE AVE |YORK|NE|68467|B|04/28/2005|04/27/2005|I|Issuing Bonds for the construction of a new Middle School for Disrtict # 12|0|I|04/21/2005|||||||||09/09/2005|05/10/2005|G||
09BQC00255|COMMITTEE FOR IMPROVED SCHOOLS (NR)|NOT A REGISTERD COMMITTEE|ORD|NE|68862|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
05IRC00454|COMMITTEE FOR JOBS AND ECONOMIC EXPANSION|8231 BEECHWOOD DRIVE|LINCOLN|NE|68510|I|04/28/2005|04/27/2005|I||||04/26/2005|||||||||05/18/2005|05/03/2005|G||
06BQC00121|COMMITTEE FOR KIDS AND A POSITIVE FUTURE|320 WASHINGTON STREET|PONCA|NE|68770|B|02/03/2006|02/03/2006|I|CITY OF PONCA School Bond Issue|0|O|02/06/2006|||||||||01/06/2010|02/14/2006|P||
06BQC00125|COMMITTEE FOR OUR KIDS, SCHOOL AND COMMUNITY (NR)|N/A|Scottsbluff|NE|68500|B|02/27/2006|02/24/2006|I||||01/01/1978||||||||||05/09/2006|||
99CAC00252|COMMITTEE FOR SHIRLEY DOAN|3001 Bonacum Drive,|LINCOLN|NE|68502|C|03/13/1995|03/13/1995|I||0|I|03/13/1995|       |          |||||||05/10/1999|11/04/1997|G|0|0
06BQC00139|COMMITTEE FOR STATE STEWARDSHIP|9140 WEST DODGE RD, SUITE 100|OMAHA|NE|68114|B|06/23/2006|06/23/2006|I|INITIATIVE MEASURE 423|0|I|01/01/1978|||||||||02/12/2008|11/07/2006|G||
09BQC00242|COMMITTEE FOR STUDENTS & A POSTIVE FUTURE|3810 AVENUE A; PO BOX 759|KEARNEY|NE|68848|B|08/12/2009|08/11/2009|I|School Bond issue for $45 Million in bonds.  Exceed property tax levy lid|0|O|08/04/2009|||||||||10/22/2009|09/15/2009|||
99CAC00099|COMMITTEE FOR THE RE-ELECTION OF RUDY J. TESAR|11916 JACKSON ROAD|OMAHA|NE|68154|C|02/03/1978|02/03/1978|I||0|I|02/03/1978|||||||||01/24/2008|11/05/2002|G|1|
99CAC00680|COMMITTEE TO ELECT ALLEN C. JOHNSON|955 N. 28TH AVE|Omaha|NE|68131|C|04/21/2004|04/23/2004|I||0|I|04/08/2004||||||||||05/11/2004|P||
10CAC01476|COMMITTEE TO ELECT ANN ONEILL  (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00091|COMMITTEE TO ELECT ANN ROSENBERRY|190625 Country Road G, P.O. Box 276|SCOTTSBLUFF|NE|69361|C|05/09/1994|05/09/1994|I||0|I|05/09/1994|       |          |||||||04/24/2001|05/04/2002|P|0|0
06CAC00849|COMMITTEE TO ELECT BARBARA A. CARPENTER CLERK DC|4608 N 193 AVE CIR|ELKHORN|NE|68022|C|04/07/2006|04/07/2006|I||||03/29/2006|||||||||08/19/2006|05/09/2006|P||
06CAC00873|COMMITTEE TO ELECT BEN MATCHETT|417 N 7TH ST|O NEILL|NE|68763|C|04/27/2006|04/26/2006|I||||01/01/1978|||||||||02/01/2008|11/07/2006|P||
99CAC00171|COMMITTEE TO ELECT BEV PETERSON|108 South Park Avenue,|OAKLAND|NE|68045|C|10/31/1996|10/31/1996|I||0|I|10/31/1996|       |          |||||||01/20/2005|11/07/2000|G|1|1
99CAC00374|COMMITTEE TO ELECT BILL MERRILL|1814 32nd Street,|Columbus|NE|68601|C|10/29/1998|10/28/1998|I||0|I|10/29/1998|       |          |||||||12/17/1999|11/04/1998|G|0|0
99CAC00555|COMMITTEE TO ELECT BOB DEMPSEY FOR CITY COUNCIL|10842 JOHN GALT BLVD.|OMAHA|NE|68137|C|03/21/2001|03/20/2001|I||0|I|03/12/2001||99IRC00230||||||R|01/17/2002|04/03/2001|P|0|0
99CAC00469|COMMITTEE TO ELECT BOB KELLY FOR LEGISLATURE, THE|1510 SOUTH 35TH STREET|OMAHA|NE|68105|C|04/19/2000|04/19/2000|I||0|I|04/11/2000||99IRC00114||||||R|02/01/2001|05/09/2000|P|0|0
08CAC01106|COMMITTEE TO ELECT BRENDA COUNCIL|1615 WIRT STREET|OMAHA|NE|68110|C|04/15/2008|04/14/2008|I||||04/03/2008||||||||||05/04/2012|P||
99CAC00227|COMMITTEE TO ELECT CARLL J. KRETSINGER|2308 Cornhusker Road,|BELLEVUE|NE|68123|C|02/02/1998|02/02/1998|I||0| |02/02/1998|       |          |||||||02/03/1999|05/04/1998|P|0|0
99CAC00217|COMMITTEE TO ELECT CAROL GIVENS|2626 County Road  11,|FREMONT|NE|68025|C|05/05/1994|05/05/1994|I||0|I|05/05/1994|       |          |||||||12/14/1998|05/10/1994|P|0|0
99CAC00347|COMMITTEE TO ELECT CAROLE WOODS HARRIS|5404 Ellison Avenue,|OMAHA|NE|68104|C|03/25/1992|03/25/1992|I||0|I|03/25/1992|||||||||03/29/2005|11/07/2000|P|1|1
10CAC01421|COMMITTEE TO ELECT CHAD WRIGHT|1924 N 30TH STREET|LINCOLN|NE|68503|C|03/31/2010|03/31/2010|I||||03/23/2010|||||||||03/14/2011|05/11/2010|P||
99CAC00528|COMMITTEE TO ELECT CHRIS RODGERS|2616 N 32ND AVENUE|OMAHA|NE|68111|C|10/24/2000|10/24/2000|I||0|I|09/07/2000||||||||||11/04/2008|G|1|1
08CAC01073|COMMITTEE TO ELECT CHRISTOPHER MOLES|PO BOX 3033|OMAHA|NE|68103|C|01/10/2008|01/09/2008|I||||01/07/2008|||||||||01/13/2009|11/07/2008|G||1
99CAC00559|COMMITTEE TO ELECT COIT FOR COUNCIL|2560 NEWPORT AVE|OMAHA|NE|68112|C|03/30/2001|03/29/2001|I||0|I|03/21/2001||99IRC00234||||||R|01/26/2005|04/03/2001|P|0|0
07CAC01045|COMMITTEE TO ELECT COLBY COASH|829 MARY COURT |LINCOLN|NE|68522|C|10/24/2007|10/24/2007|I||||01/23/2008||||||||||05/04/2012|P||
08CAC01140|COMMITTEE TO ELECT CORRIGAN|1411 HARNEY ST, SUITE 100|OMAHA|NE|68102|C|05/12/2008|05/09/2008|I||||05/07/2008|||||||||10/13/2010|05/13/2008|P||
06CAC00825|COMMITTEE TO ELECT DAN MCGOVERN SHERIFF|3514 SOUTH 119TH STREET|OMAHA|NE|68144|C|04/03/2006|04/01/2006|I||||03/24/2006|||||||||02/27/2009|05/09/2006|P||
99CAC00295|COMMITTEE TO ELECT DAN PARK OPPD BOARD|4779 South 162nd Avenue,|OMAHA|NE|68135|C|03/12/1996|03/12/1996|I||0| |03/12/1996|       |          |||||||01/28/1999|11/04/1996|G|0|0
99CAC00153|COMMITTEE TO ELECT DAVID \'PEDE\' CATLIN|2020 Jefferson,|BEATRICE|NE|68310|C|12/02/1996|12/02/1996|I||0|I|12/02/1996|       |          |||||||12/27/1999|11/04/1996|G|0|0
99CAC00022|COMMITTEE TO ELECT DEB ANDREWS|1134 South 97th Street,|OMAHA|NE|68124|C|04/07/1998|04/07/1998|I||0| |04/07/1998|       |          |||||||08/31/1998|05/04/1998|P|0|0
99CAC00096|COMMITTEE TO ELECT DEB SUTTLE TO STATE LEGISLATURE|6054 COUNTRY CLUB OAKS PL|||681522009|C|09/08/1993|09/08/1993|I||0|I|09/08/1993|       |          |||||||11/02/2004|11/05/2002|G|0|1
99CAC00136|COMMITTEE TO ELECT DENNIS ZAGER FOR STATE SENATE|4000 South 56th Street,|LINCOLN|NE|68506|C|04/22/1998|04/22/1998|I||0| |04/22/1998|       |          |||||||12/11/1998|05/04/1998|P|0|0
99CAC00235|COMMITTEE TO ELECT DEREK L. MITCHELL|505 Oak Street,|LEXINGTON|NE|68850|C|04/27/1998|04/27/1998|I||0|I|04/27/1998|       |          |||||||07/02/1999|05/04/1998|P|0|0
99CAC00591|COMMITTEE TO ELECT DON BRUNKEN|17127 WEIR ST|OMAHA|NE|68135|C|03/21/2002|03/20/2002|I||0|I|04/17/2002||99IRC00275||||||R|01/02/2003|05/14/2002|P|0|0
99CAC00202|COMMITTEE TO ELECT ECCLES|5711 South 77th Street,|OMAHA|NE|68127|C|05/15/1998|05/15/1998|I||0| |05/15/1998|       |          |||||||01/04/1999|05/04/1998|P|0|0
99CAC00689|COMMITTEE TO ELECT ED MAY|412 N. 85TH STREET|OMAHA|NE|68114|C|05/24/2004|05/24/2004|I||0|I|04/25/2004||99IRC00405||||||R|01/05/2005|05/11/2004|P|0|0
99CAC00197|COMMITTEE TO ELECT ERNIE DOBESH|1533 Stagecoach Rd.,|GRAND ISLAND|NE|68801|C|03/11/1998|03/11/1998|I||0| |03/11/1998|       |          |||||||12/11/1998|05/04/1998|P|0|0
07CAC01058|COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|34 HILLTOP ROAD|LOUP CITY|NE|68853|C|12/12/2007|12/11/2007|I||||12/05/2007|||||||||01/05/2009|11/07/2008|G||1
06CAC00951|COMMITTEE TO ELECT FADEN|1640 S 58TH ST|LINCOLN|NE|68506|C|10/02/2006|09/29/2006|I||||09/28/2006|||||||||01/08/2007|11/07/2006|G||
99CAC00381|COMMITTEE TO ELECT FRED DENKER COUNTY COMMISSIONER|2471 Perry Street,|EMERSON|NE|68733|C|10/21/1998|10/21/1998|I||0|I|10/21/1998|       |          |||||||10/12/1999|11/04/1998|G|0|0
99CAC00230|COMMITTEE TO ELECT GALE LARSON|2722 S. LOCUST, P.O. BOX 1767|GRAND ISLAND|NE|68802|C|04/28/1998|04/28/1998|I||0|I|04/28/1998|       |          |||||||11/05/2004|11/05/2002|G|0|1
06CAC00948|COMMITTEE TO ELECT GARY A. BARNARD|105 REGENCY DRIVE|BEATRICE|NE|68310|C|09/22/2006|09/22/2006|I||||09/22/2006|||||||||02/26/2008|11/07/2006|||
10CAC01503|COMMITTEE TO ELECT GARY A. BARNARD|105 REGENCY DRIVE|BEATRICE|NE|68310|C|10/26/2010|10/25/2010|I||||10/25/2010|||||||||01/11/2011|11/02/2010|G||
99CAC00069|COMMITTEE TO ELECT GEORGE MILLS|5146 Pine Street,|OMAHA|NE|68106|C|01/03/1994|01/03/1994|I||0|I|01/03/1994|       |          |||||||05/05/1999|05/04/1998|P|0|0
99CAC00166|COMMITTEE TO ELECT HAROLD OBERMEYER|P.O. Box 372,|PENDER|NE|68047|C|05/20/1986|05/20/1986|I||0|I|05/20/1986|       |          |||||||09/26/2002|05/04/2002|G|0|0
12CAC01604|COMMITTEE TO ELECT JACK ANDERSEN|3484 520TH ROAD|RUSHVILLE|NE|69360|C|12/27/2011|12/22/2011|I||||02/24/2012||||||||||05/15/2012|||
99CAC00323|COMMITTEE TO ELECT JERRY RYAN|113 Martin Drive,|BELLEVUE|NE|68005|C|07/31/1998|07/31/1998|I||0|I|07/31/1998|       |          |||||||02/15/2000|05/04/1998|P|0|0
99CAC00698|COMMITTEE TO ELECT JERRY RYAN LEGISLATIVE DIST.45|113 MARTIN DRIVE|BELLEVUE|NE|68005|C|09/20/2004|09/18/2004|I||0|I|09/20/2004||99IRC00418||||||R|01/01/1900|11/02/2004|G|0|0
99CAC00068|COMMITTEE TO ELECT JIM MILLER SARPY COUNTY ATTORNE|6842 Pacific,|OMAHA|NE|68106|C|07/30/1998|07/31/1998|I||0| |07/30/1998|       |          |||||||01/05/1999|05/04/1998|P|0|0
99CAC00544|COMMITTEE TO ELECT JIM VOKAL|8815 F STREET|OMAHA|NE|68127|C|01/22/2001|01/19/2001|I||0|I|01/15/2001||||||||||05/10/2005|G|1|1
08CAC01071|COMMITTEE TO ELECT JOHN CARTER FOR LEGISLATURE|3737 DODGE STREET SUITE 200|Omaha|NE|68131|C|01/11/2008|01/11/2008|I||||01/07/2008|||||||||06/18/2008|05/13/2008|P||
10CAC01512|COMMITTEE TO ELECT JOHN D. JENSON SHERIFF|PO BOX 73  //  5874 RD 125 |DALTON|NE|69131|C|11/01/2010|10/29/2010|I||||10/28/2010||||||||||11/02/2010|G||
06CAC00797|COMMITTEE TO ELECT JOHN EWING |13516 BURT STREET|OMAHA|NE|68154|C|02/14/2006|02/13/2006|I||||02/22/2006||||||||||11/07/2006|G||
10CAC01405|COMMITTEE TO ELECT JOHN LILLIS|3922 S 119 STREET|OMAHA|NE|68144|C|02/19/2010|02/18/2010|I||||02/16/2010||||||||||11/02/2010|G||1
99CAC00667|COMMITTEE TO ELECT JOHN MURANTE (DISSOLVED 2005)|13305 BEDFORD AVENUE|OMAHA|NE|68164|C|03/24/2004|03/24/2004|I||0|I|06/16/2004|||||||||10/14/2005|11/02/2004|G||1
99CAC00679|COMMITTEE TO ELECT JOHN T. GREEN|2606 NORTH 81ST|OMAHA|NE|68134|C|04/20/2004|04/20/2004|I||0|I|04/17/2004||99IRC00394||||||R|01/10/2005|11/02/2004|G|0|1
99CAC00079|COMMITTEE TO ELECT JOHN W. PAYNE|1516 First Avenue, P.O. Box 1600|KEARNEY|NE|68848|C|03/19/1998|03/19/1998|I||0| |03/19/1998|       |          |||||||01/05/1999|05/04/1998|P|0|0
06CAC00837|COMMITTEE TO ELECT JONI JONES SARPY COUNTY COMMISS|821 WILSHIRE LANE|PAPILLION|NE|60046|C|04/06/2006|04/06/2006|I||||04/05/2006|||||||||04/01/2010|11/07/2006|P||
05CAC00746|COMMITTEE TO ELECT KERRY WINTERER|P.O. BOX 121|BOYS TOWN|NE|68010|C|11/02/2005|10/31/2005|I||||10/19/2005|||||||||12/26/2007|05/09/2006|P||
99CAC00370|COMMITTEE TO ELECT KIP MURPHY|3301 Cornelian Street,|LINCOLN|NE|68516|C|10/27/1998|10/27/1998|I||0| |10/27/1998|       |          |||||||02/09/1999|11/04/1998|G|0|0
99CAC00686|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)|215 MAIN STREET|Steinauer|NE|68441|C|05/14/2004|05/13/2004|I||0|I|06/15/2004||||||||||11/07/2008|G||1
99CAC00258|COMMITTEE TO ELECT LEO PAT ENGEL|1000 W 29TH ST STE 218|South Sioux City |NE|68776|C|03/14/1994|03/14/1994|I||0|I|03/14/1994|||||||||10/26/2009|11/02/2004|G|1|1
99CAC00198|COMMITTEE TO ELECT LLOYD DOWDING|1806 S. FILLMORE ST.|PAPILLION|NE|68046|C|04/11/1994|04/11/1994|I||0|I|04/11/1994||||||||||11/07/2006|G|1|
99CAC00054|COMMITTEE TO ELECT LONNIE|509 N. Grace Avenue,|GRAND ISLAND|NE|68803|C|07/02/1998|07/02/1998|I||0|I|07/02/1998|       |          |||||||01/01/2001|05/04/1998|P|0|0
99CAC00426|COMMITTEE TO ELECT LONNIE LOGAN - LEGISLATURE|1507 N LAFAYETTE|GRAND ISLAND|NE|68803|C|03/29/2000|02/05/2000|A||0|I|03/27/2000||99IRC00069||||||R|01/05/2001|11/07/2000|G|0|1
99CAC00426|COMMITTEE TO ELECT LONNIE LOGAN - LEGISLATURE|1507 N LAFAYETTE|GRAND ISLAND|NE|68803|C|02/07/2000|02/05/2000|I||0|I|03/01/2000||99IRC00069||||||R|01/05/2001|11/07/2000|G|0|1
06CAC00815|COMMITTEE TO ELECT LOUIS WURTELE (NOT REGISTERED)|NA|COUNCIL BLUFFS|IA|00000|C|03/23/2006||I||||01/01/1978||||||||||05/05/2006|P||
99CAC00488|COMMITTEE TO ELECT MARGARET HORNADY|2708 ARROWHEAD ROAD|GRAND ISLAND|NE|68801|C|05/24/2000|05/22/2000|I||0|I|05/18/2000|||||||||01/10/2006|11/02/2004|G||1
06CAC00819|COMMITTEE TO ELECT MARGARET HORNADY MAYOR|PO BOX 5168, 810 ALLEN DRIVE|GRAND ISLAND|NE|68802|C|03/28/2006|03/27/2006|I||||03/27/2006|||||||||03/08/2010|05/09/2006|P||
99CAC00660|COMMITTEE TO ELECT MARK GUSTAFSON|1020 COUNTY ROAD Q|MEAD |NE|68041|C|03/08/2004|03/05/2004|I||0|I|03/04/2004|||||||||04/14/2005|11/02/2004|G||1
99CAC00678|COMMITTEE TO ELECT MARK MCCOLLEY|3476 GOLDEN EAGLE CIRCLE|BLAIR|NE|68008|C|04/16/2004|04/15/2004|I||0|I|04/15/2004|||||||||01/31/2006|05/11/2004|G||1
