Committee ID|Date Received|Committee ID Expenditure is For|Support/Oppose|Nature of Expenditure|Expenditure Date|Amount|Description|Line ID|Committee Name Expenditure is For
99PPC00024|11/21/2000|99CAC00432|0|K|04/20/2000|5||025|SCOTT KNUDSEN FOR STATE LEGISLATURE
99PPC00024|11/21/2000|99CAC00432|0|I|04/25/2000|85.61||030|SCOTT KNUDSEN FOR STATE LEGISLATURE
99PPC00024|11/21/2000|99CAC00436|0|K|04/25/2000|85.61||006|STU DORAN FOR DISTRICT 66 BOARD
99PPC00024|11/21/2000|99CAC00335|0|I|04/28/2000|85.61||   |TAKECHI FOR REGISTER OF DEEDS
99PPC00024|11/21/2000|99CAC00465|0|I|04/28/2000|85.61||   |BARRY LARSON FOR MUD
99PPC00024|11/21/2000|99CAC00505|0|D|04/28/2000|85.61||   |BAUER FOR EDUCATION
99PPC00024|11/22/2000|99CAC00505|0|I|06/04/2000|10.64||   |BAUER FOR EDUCATION
99PPC00024|11/22/2000|99CAC00468|0|I|06/14/2000|10.72||003|BRESLOW FOR REGENT COMMITTEE
99PPC00024|11/22/2000|99CAC00318|0|I|06/14/2000|10.62||009|CAROL HUDKINS LEGISLATURE COMMITTEE
99PPC00024|11/22/2000|99CAC00175|0|I|06/14/2000|10.62||014|CAROL MCBRIDE PIRSCH FOR DOUGLAS COUNTY BOARD
99PPC00024|11/22/2000|99CAC00525|0|I|06/14/2000|10.62||023|DAVID FRIEND FOR MUD
99PPC00024|11/22/2000|99CAC00476|0|I|06/14/2000|10.72||004|DAVIS FOR EDUCATION
99PPC00024|11/22/2000|99CAC00286|0|I|06/14/2000|10.62||015|FRIENDS OF DREW MILLER
99PPC00024|11/22/2000|99CAC00255|0|I|06/14/2000|10.72||005|DUDA FOR COUNTY BOARD
99PPC00024|11/22/2000|99CAC00169|0|I|06/14/2000|10.62||024|DWITE PEDERSEN FOR PUBLIC OFFICE
99PPC00024|11/22/2000|99CAC00408|0|I|06/14/2000|10.62||006|FERLIC FOR REGENT
99PPC00024|11/22/2000|99CAC00267|0|I|06/14/2000|10.62||008|GROESSER FOR MAYOR
99PPC00024|11/22/2000|99CAC00177|0|I|06/14/2000|10.62||018|LINDA POOLE FOR MILLARD SCHOOL BOARD
99PPC00024|11/22/2000|99CAC00324|0|I|06/14/2000|10.62||010|LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION
99PPC00024|11/22/2000|99CAC00494|0|I|06/14/2000|10.62||022|LYNDA THORPE FOR METRO COMMUNITY COLLEGE
99PPC00024|11/22/2000|99CAC00503|0|I|06/14/2000|10.62||013|MARBLE FOR METRO BOARD
99PPC00024|11/22/2000|99CAC00154|0|I|06/14/2000|10.62||025|MIKE CAVANAUGH FOR O.P.P.D.
99PPC00024|11/22/2000|99CAC00156|0|I|06/14/2000|10.62||016|PATE FOR MILLARD SCHOOL BOARD
99PPC00024|11/22/2000|99CAC00443|0|I|06/14/2000|10.65||001|PRATT FOR M.U.D.
99PPC00024|11/22/2000|99CAC00384|0|I|06/14/2000|10.62||019|QUANDAHL FOR LEGISLATURE
99PPC00024|11/22/2000|99CAC00332|0|I|06/14/2000|10.62||020|ROSEMARY SKRUPA FOR REGENT
99PPC00024|11/22/2000|99CAC00322|0|I|06/14/2000|10.62||012|SANDRA KOSTOS JENSEN FOR SCHOOL BOARD (DONT USE)
99PPC00024|11/22/2000|99CAC00432|0|I|06/14/2000|10.62||011|SCOTT KNUDSEN FOR STATE LEGISLATURE
99PPC00024|11/22/2000|99CAC00335|0|I|06/14/2000|10.62||021|TAKECHI FOR REGISTER OF DEEDS
99PPC00024|11/23/2000|99CAC00505|0|I|10/01/2000|46.9||002|BAUER FOR EDUCATION
99PPC00024|11/23/2000|99CAC00468|0|I|10/01/2000|46.9||003|BRESLOW FOR REGENT COMMITTEE
99PPC00024|11/23/2000|99CAC00318|0|I|10/01/2000|46.9||008|CAROL HUDKINS LEGISLATURE COMMITTEE
99PPC00024|11/23/2000|99CAC00175|0|I|10/01/2000|46.88||013|CAROL MCBRIDE PIRSCH FOR DOUGLAS COUNTY BOARD
99PPC00024|11/23/2000|99CAC00525|0|I|10/01/2000|46.9||007|DAVID FRIEND FOR MUD
99PPC00024|11/23/2000|99CAC00476|0|I|10/01/2000|46.9||004|DAVIS FOR EDUCATION
99PPC00017|01/24/2007|06CAC00998|0|K|12/05/2006|181.53|SOUTH SIOUX CITY NEWSPAPER AD; PRINTING; PANCAKE BREAKFAST; COFFEE HOUR.||BILL ROHDE FOR COUNTY COMM (NOT REGISTERED)
99PPC00017|01/24/2007|07CAC01014|0|K|12/05/2006|181.53|SOUTH SIOUX CITY NEWSPAPER AD; PRINTING; PANCAKE BREAKFAST; COFFEE HOUR.||JIM WAGNER FOR COUNTY SHERIFF (NOT REGISTERED)
99PPC00017|06/21/2006|07CAC01014|0|K|05/05/2006|52.16|MARINA INN; CHAMBER OF COMMERCE COFFEE HOUR - COFFE, ROLLS, ETC.||JIM WAGNER FOR COUNTY SHERIFF (NOT REGISTERED)
99PPC00017|06/21/2006|06CAC00997|0|K|05/05/2006|52.16|MARINA INN; CHAMBER OF COMMERCE COFFEE HOUR - COFFE, ROLLS, ETC.||MARY GOODMAN GAMBLE FOR CLERK (UNREGISTERED)
99PPC00017|06/21/2006|06CAC00998|0|K|05/05/2006|52.15|MARINA INN; CHAMBER OF COMMERCE COFFEE HOUR - COFFE, ROLLS, ETC.||BILL ROHDE FOR COUNTY COMM (NOT REGISTERED)
99PPC00017|06/21/2006|07CAC01015|0|K|05/05/2006|52.15|MARINA INN; CHAMBER OF COMMERCE COFFEE HOUR - COFFE, ROLLS, ETC.||ANDREW HOVEY FOR COUNTY COMMISSIONER (NR)
99PPC00017|06/21/2006|06CAC00996|0|K|05/05/2006|52.16|MARINA INN; CHAMBER OF COMMERCE COFFEE HOUR - COFFEE, ROLLS, ETC.||TED PIEPHO FOR COUNTY CLERK (NOT REGISTERED)
99PPC00017|06/21/2006|07CAC01013|0|K|05/05/2006|52.15|MARINA INN; CHAMBER OF COMMERCE COFFEE HOUR - COFFEE, ROLLS, ETC.||ED MATNEY FOR COUNTY ATTORNEY (NOT REGISTERED)
99PPC00002|01/12/2007|05CAC00735|1|I|10/31/2006|5241.56|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||ANNETTE DUBAS FOR LEGISLATURE
99PPC00055|04/23/2007|05CAC00724|0|I|04/01/2007|2277.5|SUPPORT IN CANDIDATES COMMITTEE||CITIZENS FOR BEUTLER 
99PPC00002|01/12/2007|05CAC00735|1|I|10/30/2006|160.5|||ANNETTE DUBAS FOR LEGISLATURE
99PPC00002|01/12/2007|06CAC00799|0|I|10/30/2006|5081.81|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||SENKBILE FOR LEGISLATURE COMMITTEE
99PPC00002|01/12/2007|06CAC00766|0|I|10/31/2006|4531.55|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||STOTHERT FOR LEGISLATURE
99PPC00002|01/12/2007|06CAC00799|0|I|10/31/2006|5017.37|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||SENKBILE FOR LEGISLATURE COMMITTEE
99PPC00002|01/12/2007|99CAC00583|0|I|10/31/2006|535|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||TONY OJEDA FOR LEGISLATURE
99PPC00002|01/12/2007|99CAC00583|0|I|10/30/2006|5640.34|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||TONY OJEDA FOR LEGISLATURE
99PPC00002|01/12/2007|06CAC00832|1|I|11/03/2006|2864.28|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||WALLMAN FOR LEGISLATURE
99PPC00002|01/12/2007|06CAC00832|1|I|11/04/2006|4136.89|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||WALLMAN FOR LEGISLATURE
99PPC00003|01/16/2007|06CAC00766|1|I|11/02/2006|270.71|MAIL PIECE - UNITED ENTERPRISES CO.||STOTHERT FOR LEGISLATURE
99PPC00055|01/28/2008|07BQC00175|0|I|09/19/2007|100|||YES ON 1 
99PPC00002|01/30/2008|05CAC00722|0|K|12/31/2007|2400|OFFICE RENTAL||GOVERNOR HEINEMAN COMMITTEE
99PPC00003|01/16/2007|06CAC00766|1|I|11/01/2006|1103.02|MAIL PIECE POSTAGE - US POSTAL SERVICE||STOTHERT FOR LEGISLATURE
99PPC00002|10/06/2008|08CAC01073|0|I|08/18/2008|12.22|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||COMMITTEE TO ELECT CHRISTOPHER MOLES
99PPC00002|10/06/2008|08CAC01188|0|I|08/18/2008|36.42|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||OSBORN FOR NRD
99PPC00002|10/06/2008|08CAC01188|0|I|09/18/2008|9.63|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||OSBORN FOR NRD
99PPC00002|10/06/2008|08CAC01108|0|I|08/18/2008|14.64|||BARRIENTOS-PATLAN FOR LEGISLATURE
99PPC00002|10/06/2008|08CAC01118|0|I|08/18/2008|115.79|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||CITIZENS TO ELECT SCOTT PRICE
99PPC00002|10/06/2008|08CAC01118|0|I|09/18/2008|96.3|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||CITIZENS TO ELECT SCOTT PRICE
99PPC00002|10/06/2008|08CAC01125|0|I|08/18/2008|127.09|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||GLEN SCHMIEDING NPPD2(NOT  REGISTERED)
99PPC00002|10/06/2008|06CAC00899|0|I|09/18/2008|145.16|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||GLENN BOOT JR. FOR GOVERNOR (NOT REGISTERED)
99PPC00002|10/06/2008|08CAC01101|1|I|09/30/2008|2996|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||CHUCK SHOEMAKER FOR LEGISLATURE
99PPC00002|10/06/2008|07CAC01042|0|I|08/18/2008|56.13|||DENNIS UTTER FOR LEGISLATURE 
99PPC00002|10/06/2008|07CAC01042|0|I|09/18/2008|28.25|UNITED STATES POSTAL SERVICE, QUALITY PRESS, AXIOM STRATEGIES, REDSTONE COMMUNICATION, MERIDIAN CENTRAL.     POSTAGE, PRINTING AND DESIGN FOR MAIL PIECES, DOOR HANGERS, RADIO, POLLING  ||DENNIS UTTER FOR LEGISLATURE 
99PPC00003|10/06/2008|07CAC01038|0|D|09/24/2008|1000|||SCUDDER FOR REGENT
99PPC00042|10/02/2008|08CAC01206|0|D|07/16/2008|250|||CAROL BLOOD FOR CITY COUNCIL BELLEVUE (NR)
99PPC00003|10/27/2008|99CAC00149|0|I|10/14/2008|2500|CLARK CREATIVE GROUP - RADIO ADVERTISEMENT||ANNE BOYLE FOR PUBLIC SERVICE COMMISSION
99PPC00003|10/27/2008|99CAC00686|1|I|10/16/2008|5575.2|MACK/CROUNSE GROUP LLC - MAIL PIECE||COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
99PPC00003|10/27/2008|08CAC01118|1|I|10/16/2008|5693.92|MACK/CROUNSE GROUP, LLC - MAIL PIECE||CITIZENS TO ELECT SCOTT PRICE
99PPC00003|10/27/2008|99CAC00686|1|I|10/17/2008|5700.48|MACK/CROUNSE GROUP, LLC - MAIL PIECE||COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
99PPC00003|10/27/2008|08CAC01118|1|I|10/17/2008|5652|MACK/CROUNSE GROUP, LLC - MAIL PIECE||CITIZENS TO ELECT SCOTT PRICE
99PPC00003|10/27/2008|08CAC01078|1|I|10/20/2008|4308.1|MACK/CROUNSE GROUP, LLC - MAIL PIECE||GARWOOD FOR LEGISLATURE 
99PPC00003|10/27/2008|08CAC01118|1|I|10/20/2008|5634.72|MACK/CROUNSE GROUP, LLC - MAIL PIECE||CITIZENS TO ELECT SCOTT PRICE
99PPC00003|10/27/2008|07CAC01057|1|I|10/20/2008|5759.52|MACK/CROUNSE GROUP, LLC - MAIL PIECE||MCCOY FOR LEGISLATURE COMMITTEE
99PPC00003|10/27/2008|08CAC01085|1|I|10/20/2008|4249.2|MACK/CROUNSE GROUP, LLC - MAIL PIECE||JEFFERS FOR LEGISLATURE
99PPC00003|10/27/2008|08CAC01085|1|I|10/20/2008|4249.2|MACK/CROUNSE GROUP, LLC - MAIL PIECE||JEFFERS FOR LEGISLATURE
99PPC00003|10/27/2008|99CAC00686|1|I|10/20/2008|5692.48|MACK/CROUNSE GROUP, LLC - MAIL PIECE||COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
99PPC00003|10/27/2008|07CAC01047|1|I|10/20/2008|4362.05|MACK/CROUNSE GROUP, LLC - MAIL PIECE||KURT GESCHWENDER FOR LEGISLATURE
99PPC00003|10/27/2008|08CAC01069|0|I|10/20/2008|667.42|AUTOMATIC PRINTING COMPANY - MAIL PIECE||SULLIVAN FOR LEGISLATURE
99PPC00003|10/27/2008|07CAC01050|0|I|10/20/2008|667.42|AUTOMATIC PRINTING COMPANY - MAIL PIECE||FRIENDS FOR REX MOATS
99PPC00003|10/27/2008|07CAC01048|0|I|10/20/2008|667.42|AUTOMATIC PRINTING COMPANY - MAIL PIECE||GIESE FOR LEGISLATURE(NOW FRIENDS OF BOB GIESE)
99PPC00003|10/27/2008|08CAC01148|0|I|10/20/2008|667.42|AUTOMATIC PRINTING COMPANY - MAIL PIECE||JERRY JOY FOR LEGISLATURE 
99PPC00003|10/27/2008|99CAC00687|0|I|10/20/2008|619.47|AUTOMATIC PRINTING COMPANY - MAIL PIECE||KOPPLIN FOR LEGISLATURE
99PPC00023|10/26/2004|99CAC00679|0|I|10/18/2004|173|SLATE CARD MAILER||COMMITTEE TO ELECT JOHN T. GREEN
99PPC00023|10/26/2004|99CAC00439|0|I|10/18/2004|554|SLATE CARD MAILER||DIANE BATTIATO FOR REGISTER OF DEEDS
99PPC00009|03/05/2007|05CAC00761|0|D|06/23/2006|200|||DAVID HAHN FOR GOVERNOR
99PPC00009|03/05/2007|05CAC00760|0|D|06/19/2006|100|||KENT ROGERT FOR LEGISLATURE
99PPC00009|03/05/2007|06CAC00824|0|D|06/19/2006|100|||CONNEALY FOR PSC
99PPC00002|01/12/2007|06CAC00832|1|I|10/31/2006|5347.19|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||WALLMAN FOR LEGISLATURE
99PPC00002|03/26/2007|06CAC00937|0|I|03/19/2007|785.38|POSTAGE, PRINTING, DESIGN||SVOBODA FOR MAYOR
99PPC00002|03/26/2007|06CAC00937|0|I|03/16/2007|326.24|POSTAGE, PRINTING AND DESIGN||SVOBODA FOR MAYOR
99PPC00002|03/26/2007|07CAC01012|0|I|03/15/2007|785.38|POSTAGE, PRINTING & DESIGN||LARAE EIFERT FOR CITY COUNCIL
99PPC00002|03/26/2007|07CAC01012|0|I|03/16/2007|326.24|POSTAGE, PRINTING & DESIGN||LARAE EIFERT FOR CITY COUNCIL
99PPC00002|03/26/2007|99CAC00011|0|I|03/16/2007|326.24|POSTAGE, PRINTING & DESIGN||JON CAMP FOR CITY COUNCIL COMMITTEE
99PPC00002|03/26/2007|07CAC01018|0|I|03/15/2007|785.38|POSTAGE, PRINTING & DESIGN||JOHN ERICKSON FOR CITY COUNCIL
99PPC00002|03/26/2007|07CAC01018|0|I|03/16/2007|326.24|POSTAGE, PRINTING & DESIGN||JOHN ERICKSON FOR CITY COUNCIL
99PPC00002|03/26/2007|06CAC01009|0|I|03/15/2007|785.38|POSTAGE, PRINTING & DESIGN||JOHN SPATZ FOR CITY COUNCIL 
99PPC00002|03/26/2007|06CAC01009|0|I|03/16/2007|326.24|||JOHN SPATZ FOR CITY COUNCIL 
99PPC00055|03/27/2007|05CAC00724|0|I|03/02/2007|1176.75|COORDINATED CAMPAIGN||CITIZENS FOR BEUTLER 
99PPC00055|03/27/2007|05CAC00724|0|I|03/03/2007|192.08|TED KESSLER||CITIZENS FOR BEUTLER 
99PPC00055|03/06/2007|99CAC00385|0|I|02/18/2007|106.82|||ANNETTE MCROY FOR CITY COUNCIL
99PPC00031|06/11/2007|06CAC01009|0|K|05/23/2007|125|OUTBOUND PHONE CALLS||JOHN SPATZ FOR CITY COUNCIL 
99PPC00055|03/27/2007|99CAC00385|0|I|03/03/2007|76.83|REIMBURSE PHONE BILL||ANNETTE MCROY FOR CITY COUNCIL
99PPC00055|03/27/2007|99CAC00385|0|I|03/15/2007|73.79|PHONE BILL||ANNETTE MCROY FOR CITY COUNCIL
99PPC00055|03/27/2007|99CAC00385|0|I|03/15/2007|715|SALARIES||ANNETTE MCROY FOR CITY COUNCIL
99PPC00055|03/27/2007|99CAC00003|0|I|03/02/2007|353.03|||SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
99PPC00055|03/27/2007|99CAC00003|0|I|03/03/2007|57.62|||SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
99PPC00055|03/27/2007|99CAC00003|0|I|03/15/2007|55.34|||SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
99PPC00055|03/27/2007|99CAC00003|0|I|03/15/2007|536.25|||SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
99PPC00055|03/27/2007|07CAC01021|0|I|03/02/2007|117.68|||EMERY FOR CITY COUNCIL
99PPC00055|03/27/2007|07CAC01029|0|I|03/15/2007|18.45|||TONY KEMNA AIRPORT AUTHORITY (NOT REGISTERED)
99PPC00003|03/27/2007|05CAC00724|0|K|03/06/2007|486.85|UNITED ENTERPRISES CO. - MAIL PIECE||CITIZENS FOR BEUTLER 
99PPC00055|06/12/2007|05CAC00724|0|I|05/02/2007|2237.15|SALARIES PAID TO COORDINATED CAMPAIGN WORKERS||CITIZENS FOR BEUTLER 
99PPC00055|03/06/2007|99CAC00003|0|I|02/15/2007|428.7|COORDINATED CAMPAIGN WORKERS||SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
99PPC00055|03/06/2007|99CAC00003|0|I|02/18/2007|80.12|||SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
99PPC00055|03/27/2007|05CAC00724|0|I|03/15/2007|1787.5|SALARIES PAID TO COORDINATED CAMPAIGN WORKERS||CITIZENS FOR BEUTLER 
99PPC00055|03/06/2007|05CAC00724|0|I|02/18/2007|267.05|||CITIZENS FOR BEUTLER 
99PPC00043|10/18/2006|06CAC00991|0|I|10/11/2006|75|NEWSPAPER AD||FRIPP FOR SCHOOL BOARD COMMITTEE
99PPC00002|01/12/2007|06CAC00766|0|I|10/30/2006|3802.09|USPO;VICTORYENTERPRISES;VOTERSTRATEGIES;MERIDIANCENTRAL.  POSTAGE;PRINTING/DESIGN-MAIL;PRODUCATION/AIRTIME-RADIO||STOTHERT FOR LEGISLATURE
99PPC00023|06/23/2008|06CAC00890|0|D|05/01/2008|500|||FRIENDS FOR PAM TUSA
99PPC00023|06/23/2008|99CAC00439|0|D|05/01/2008|500|||DIANE BATTIATO FOR REGISTER OF DEEDS
99PPC00055|06/23/2008|07CAC01049|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||VERN BARRETT FOR LEGISLATURE (DISSOLVED)
99PPC00055|06/23/2008|08CAC01089|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||KEN HAAR FOR LEGISLATURE
99PPC00055|06/23/2008|08CAC01082|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||TRAVIS WAGNER FOR LEGISLATURE
99PPC00055|06/23/2008|07CAC01043|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||CITIZENS FOR MARVIN
99PPC00055|06/23/2008|07CAC01067|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)
99PPC00055|06/23/2008|08CAC01090|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||BARBARA BAIER FOR COMMISSIONER
99PPC00055|06/23/2008|08CAC01079|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||INTERMILL FOR COMMISSIONER
99PPC00055|06/23/2008|07CAC01038|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||SCUDDER FOR REGENT
99PPC00055|06/23/2008|08CAC01158|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||DON COSTELLO BOARD OF REGENTS (NOT REGISTERED)
99PPC00055|06/23/2008|08CAC01141|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||MARY HARDING 4 NPPD
99PPC00055|06/23/2008|08CAC01159|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||CARL HUMPHREY FOR SCC BOARD (NOT REGISTERED)
99PPC00055|06/23/2008|99CAC00272|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||RUTH M. JOHNSON COMMITTEE
99PPC00055|06/23/2008|08CAC01160|0|K|05/22/2008|96.9|GOLDENROD PRINTING - SLATE CARD||JIM GARVER FOR SCC (NOT REGISTERED)
99PPC00055|06/23/2008|07BQC00175|0|K|05/22/2008|96.93|GOLDENROD PRINTING - SLATE CARD||YES ON 1 
99PPC00002|06/23/2008|07CAC01033|0|I|05/07/2008|91.49|||CLARE FOR REGENT
99PPC00002|06/23/2008|07CAC01034|0|I|05/07/2008|91.49|||EVNEN FOR STATE BOARD OF EDUCATION
99PPC00002|06/23/2008|06CAC01010|0|I|05/07/2008|91.49|||TONY FULTON FOR LEGISLATURE
99PPC00002|06/23/2008|06CAC01010|0|I|06/17/2008|500|||TONY FULTON FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01078|0|I|05/06/2008|2359.12|||GARWOOD FOR LEGISLATURE 
99PPC00002|06/23/2008|08CAC01078|0|I|05/10/2008|795.96|||GARWOOD FOR LEGISLATURE 
99PPC00002|06/23/2008|07CAC01047|0|I|05/07/2008|19.26|||KURT GESCHWENDER FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01089|1|I|05/05/2008|1890.49|||KEN HAAR FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01089|1|I|05/08/2008|1890.49|||KEN HAAR FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01155|0|I|05/07/2008|51.36|||TIM HELLER FOR STATE BOARD OF ED. (NOT REGISTERED)
99PPC00002|06/23/2008|99CAC00687|1|I|04/30/2008|1583.14|||KOPPLIN FOR LEGISLATURE
99PPC00002|06/23/2008|99CAC00687|1|I|05/05/2008|2157.86|||KOPPLIN FOR LEGISLATURE
99PPC00002|06/23/2008|99CAC00687|1|I|05/08/2008|2157.86|||KOPPLIN FOR LEGISLATURE
99PPC00002|06/23/2008|99CAC00687|1|I|05/02/2008|425.56|||KOPPLIN FOR LEGISLATURE
99PPC00002|06/23/2008|99CAC00687|1|I|05/12/2008|414.85|||KOPPLIN FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01096|0|I|05/07/2008|278.2|||LAUTENBAUGH FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01096|0|I|05/08/2008|1977.91|||LAUTENBAUGH FOR LEGISLATURE
99PPC00002|06/23/2008|07CAC01050|1|I|04/29/2008|2986.22|||FRIENDS FOR REX MOATS
99PPC00002|06/23/2008|07CAC01050|1|I|05/02/2008|4122.22|||FRIENDS FOR REX MOATS
99PPC00002|06/23/2008|07CAC01050|1|I|05/06/2008|7640.24|||FRIENDS FOR REX MOATS
99PPC00002|06/23/2008|08CAC01073|0|I|05/07/2008|32.1|||COMMITTEE TO ELECT CHRISTOPHER MOLES
99PPC00002|06/23/2008|08CAC01100|1|I|05/08/2008|2077.67|||NORTH OMAHANS FOR DAVE NEWELL FOR LEGISLATURE
99PPC00002|06/23/2008|99CAC00684|0|I|05/07/2008|83.46|||SCHEER FOR STATE BOARD OF EDUCATION
99PPC00002|06/23/2008|08CAC01069|1|I|05/12/2008|1972.9|||SULLIVAN FOR LEGISLATURE
99PPC00002|06/23/2008|08CAC01096|0|K|05/02/2008|400|||LAUTENBAUGH FOR LEGISLATURE
99PPC00003|06/23/2008|08CAC01085|1|I|05/07/2008|163.98|MAIL PIECE||JEFFERS FOR LEGISLATURE
99PPC00003|06/23/2008|08CAC01085|1|I|05/07/2008|1369|MAIL PIECE||JEFFERS FOR LEGISLATURE
99PPC00003|06/23/2008|08CAC01085|1|I|05/07/2008|5455|MAIL PIECE||JEFFERS FOR LEGISLATURE
99PPC00003|06/23/2008|08CAC01082|0|I|05/01/2008|118.22|VENDOR PHONE BANK||TRAVIS WAGNER FOR LEGISLATURE
99PPC00003|06/23/2008|99CAC00687|0|I|05/01/2008|113.8|VENDOR PHONE BANK||KOPPLIN FOR LEGISLATURE
99PPC00003|06/23/2008|07CAC01063|0|I|05/01/2008|113.46|VENDOR PHONE BANK||FRIENDS FOR HEATH MELLO
99PPC00003|06/23/2008|07CAC01050|0|I|05/01/2008|226.79|VENDOR PHONE BANK||FRIENDS FOR REX MOATS
99PPC00003|06/23/2008|08CAC01148|0|I|05/01/2008|37.18|VENDOR PHONE BANK||JERRY JOY FOR LEGISLATURE 
