Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
MAROTZ|WELDON|99FIS03506|03/10/2000|WELDON MAROTZ FARMING         |                                        ||I
MAROTZ|WELDON|99FIS03506|03/10/2000|STANCO FARM SUPPLY            |                                        ||B
MAROTZ|WELDON|99FIS03506|03/10/2000|STANTON COUNTY PPD            |                                        ||B
MAROTZ|WELDON|99FIS03506|03/10/2000|STANTON NATIONAL BANK         |                                        ||F
MAROTZ|WELDON|99FIS03506|03/10/2000|NREA CREDIT UNION             |                                        ||F
MAROTZ|WELDON|99FIS03506|03/10/2000|ELKHORN VALLEY BANK           |                                        ||F
MAROTZ|WELDON|99FIS03506|03/10/2000|CASE CREDIT                   |RACINE WI                               ||C
MAROTZ|WELDON|99FIS03506|03/10/2000|FARM CREDIT                   |NORFOLK NE                              ||C
ROEBER|VERLYN|99FIS03568|05/06/1999|FARMER-SELF EMPLOYED          |                                        ||I
ROEBER|VERLYN|99FIS03568|05/06/1999|FIRST NEBRASKA BANK           |EMERSON, NE                             ||F
ROEBER|VERLYN|99FIS03568|05/06/1999|FIRST NEBRASKA BANK           |EMERSON, NE                             ||C
SCHEIERMAN|ARTHUR|99FIS03582|05/10/1999|ARTHUR SCHEIERMAN, FARMER     |RT. 1, BOX 96  SUTTON, NE               ||I
SCHEIERMAN|ARTHUR|99FIS03582|05/10/1999|CLAY CO. MUTUAL INSURANCE     |CLAY CENTER, NE                         ||B
SCHEIERMAN|ARTHUR|99FIS03582|05/10/1999|SUTTON STATE BANK             |SUTTON, NE  68979                       ||F
SCHEIERMAN|ARTHUR|99FIS03582|05/10/1999|CITY STATE BANK               |SUTTON, NE  68979                       ||F
SCHROEDER|EDWARD|99FIS03587|05/12/1999|FARMERS & MERCHANTS BANK      |WAYNE, NE                               ||I
SCHROEDER|EDWARD|99FIS03587|05/12/1999|FARMERS & MER. STATE BANK     |WAYNE, NE                               ||F
SMITH|ELBERT|99FIS03605|03/20/2001|STEWART & SMITH               |609 W WASHINGTON                        ||I
SMITH|ELBERT|99FIS03605|03/20/2001|1/3 INTEREST IN 960 ACRES     |COUNTRY FARMLAND                        ||I
SMITH|ELBERT|99FIS03605|03/20/2001|609 N WASHINGTON              |LEXINGTON, NE                           ||I
SMITH|ELBERT|99FIS03605|03/20/2001|DAWSON CNTY PPD               |PO BOX 777                              ||B
SMITH|ELBERT|99FIS03605|03/20/2001|UNITED NEBRASKA BANK          |110 W 7TH STREET                        ||F
SMITH|ELBERT|99FIS03605|03/20/2001|EDWARD D. JONES               |                                        ||S
SMITH|ELBERT|99FIS03605|03/20/2001|MUTUAL FUNDS                  |                                        ||S
SMITH|ELBERT|99FIS03605|03/20/2001|UNITED NEBRASKA BANK          |110 W 7TH ST                            ||C
SMITH|ELBERT|99FIS03605|03/20/2001|MARY STEWART                  |2701 NORTH ADAMS                        ||C
ACKERMANN|CAROLYN|99FIS03657|07/16/1999|GUYS & GALS HAIR SALON        |860 G ST.  GENEVA, NE                   ||I
ACKERMANN|CAROLYN|99FIS03657|07/16/1999|NAT\'L. INTERSTATE COUNCIL     |OF STATE BOARD OF COSMET.               ||B
ACKERMANN|CAROLYN|99FIS03657|07/16/1999|NAT\'L. COSMETOLOGY ASSOC.     |                                        ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|CRESTAR MORTGAGE CO.          |MARYLAND                                ||C
ANDREWS|SUNNY|99FIS03676|05/27/1999|UNIV. OF NE AT OMAHA          |OMAHA, NE  68182                        ||I
ANDREWS|SUNNY|99FIS03676|05/27/1999|COCA COLA COMPANY             |700 W. 47TH  KANSAS CITY, MO            ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|GATEWAY 2000                  |700 W. 47TH  KANSAS CITY, MO            ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|GTE C/O WATERHOUSE SEC.       |700 W. 47TH  KANSAS CITY, MO            ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|CONAGRA                       |700 W. 47TH  KANSAS CITY, MO            ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|LEVEL THREE COMMUNICATION     |700 W. 47TH  KANSAS CITY, MO            ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|AT&T                          |700 W. 47TH  KANSAS CITY, MO            ||B
ANDREWS|SUNNY|99FIS03676|05/27/1999|DOUGLAS CO. SAVINGS & LOA     |OMAHA, NE                               ||F
THIEMAN|THEODORE (|99FIS03689|03/10/2000|LOUP RIVER PPD                |COLUMBUS NE                             ||I
THIEMAN|THEODORE (|99FIS03689|03/10/2000|PETERSBURG STATE BANK         |PETERSBURG NE                           ||I
THIEMAN|THEODORE (|99FIS03689|03/10/2000|NATIONAL TELEPHONE COOP       |PITTSBURGH PA                           ||I
THIEMAN|THEODORE (|99FIS03689|03/10/2000|PETERSBURG DEVELOPMENT        |PETERSBURG NE                           ||B
THIEMAN|THEODORE (|99FIS03689|03/10/2000|CAMS OF PETERSBURG            |PETERSBURG NE                           ||B
THIEMAN|THEODORE (|99FIS03689|03/10/2000|PETERSBURG STATE BANK         |PETERSBURG NE                           ||F
THIEMAN|THEODORE (|99FIS03689|03/10/2000|FIRST NATIONAL BANK           |ALBION NE                               ||F
THIEMAN|THEODORE (|99FIS03689|03/10/2000|FIVE POINTS BANK              |GRAND ISLAND NE                         ||F
THIEMAN|THEODORE (|99FIS03689|03/10/2000|ALLIANCE MUNI INCOME          |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|US TREASURY SERIES E BOND     |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|PETERSBURG STATE BANK         |                                        ||C
THIEMAN|THEODORE (|99FIS03689|03/10/2000|AT&T CORP                     |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|ALLTEL                        |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|BANKONE CAPITAL               |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|CATERPILLAR INC               |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|CHEVRON CORP                  |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|CONAGRA INC.                  |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|CONSECO INC.                  |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|DELPHI AUTOMOTIVE SYS COR     |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|DU PONT                       |                                        ||S
THIEMAN|THEODORE (|99FIS03689|03/10/2000|DUKE CAPITAL FINANCE          |                                        ||S
STREICH|DAVID|99FIS04136|01/14/2000|BROWN COUNTY                  |AINSWORTH NE                            ||I
STREICH|DAVID|99FIS04136|01/14/2000|STREICH LAW OFFICE            |148 W 4TH ST AINSWORTH NE 6921          ||I
STREICH|DAVID|99FIS04136|01/14/2000|AINSWORTH MUNICIPAL GOLF      |HWY 20 AINSWORTH NE 69210               ||B
STREICH|DAVID|99FIS04136|01/14/2000|FIRST NATL BANK               |AINSWORTH NE 69210                      ||F
STREICH|DAVID|99FIS04136|01/14/2000|SECURITY NATL BANK            |OSMOND NE 68965                         ||F
STREICH|DAVID|99FIS04136|01/14/2000|COMMERCIAL NATL BANK          |AINSWORTH NE 69210                      ||F
STREICH|DAVID|99FIS04136|01/14/2000|NE COUNTY EMPLOYEES RETIR     |                                        ||S
STREICH|DAVID|99FIS04136|01/14/2000|AID ASSOC OF LUTHERANS        |                                        ||S
STREICH|DAVID|99FIS04136|01/14/2000|ALL CREDITORS UNDER EXCEP     |                                        ||C
STREICH|DAVID|99FIS04136|01/14/2000|                              |                                        ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|BANK OF BERTRAND              |BERTRAND NE                             ||F
LAVENE|DOYLE|99FIS04142|03/09/2000|FIRST NATL BANK OF KEARNE     |KEARNEY NE                              ||F
LAVENE|DOYLE|99FIS04142|03/09/2000|DEAN WITTER REYNOLDS INC      |KEARNEY NE                              ||F
LAVENE|DOYLE|99FIS04142|03/09/2000|GENERAL ELECTRIC              |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|PHILIP MORRIS                 |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|HEALTH & RETIREMENT TRUST     |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|DEAN WITTER                   |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|GOVERNMENT TECHNOLOGY         |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|SILICON GRAPHICS              |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|BRISTOL MEYERS SQUIBB         |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|HONG KONG TELECOMMUNICATI     |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|THE LIMITED INC               |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|FRANKLIN GOLD                 |                                        ||S
LAVENE|DOYLE|99FIS04142|03/09/2000|COMMODITY CREDIT CORP         |HOLDREGE NE                             ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|AGRI CO-OP                    |BERTRAND NE                             ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|DEA WITTER REYNOLDS           |KEARNEY NE                              ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|LEXINGTON LIVESTOCK           |LEXINGTON NE                            ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|THE HOME AGENCY               |ELWOOD NE                               ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|LOUTHAN CATTLE                |SMITHFIELD NE                           ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|JEFF WILKEN                   |SMITHFIELD NE                           ||I
LAVENE|DOYLE|99FIS04142|03/09/2000|NE STATE IRRIGATORS ASSOC     |CULBERTSON NE                           ||B
LAVENE|DOYLE|99FIS04142|03/09/2000|ELWOOD INVESTMENT CLUB        |ELWOOD NE                               ||B
LAVENE|DOYLE|99FIS04142|03/23/2001|COMMOD. CREDIT CORP           |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|CENTRAL NE PPD                |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|AGRI CO-OP                    |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|DEAN WITTER REYNOLDS          |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|LEXINGTON LIVESTOCK           |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|THE HOME AGENCY               |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|DAHLGREN CATTLE CO            |                                        ||I
LAVENE|DOYLE|99FIS04142|03/23/2001|NE STATE IRRIGATION ASSOC     |                                        ||B
LAVENE|DOYLE|99FIS04142|03/23/2001|ELWOOD INVESTMENT CLUB        |                                        ||B
LAVENE|DOYLE|99FIS04142|03/23/2001|BANK OF BERTRAND              |                                        ||F
LAVENE|DOYLE|99FIS04142|03/23/2001|FIRST NATIONAL OF KEARNEY     |                                        ||F
LAVENE|DOYLE|99FIS04142|03/23/2001|DEAN WITTER REYNOLDS          |                                        ||F
BRIXIUS|CASPER|99FIS04164|02/24/2000|BRIXIUS CROP INS              |503 E 3 ALLIANCE NE                     ||I
BRIXIUS|CASPER|99FIS04164|02/24/2000|MARINE CORPS RETIREMENT       |                                        ||I
BRIXIUS|CASPER|99FIS04164|02/24/2000|FARMING                       |1839 NIOBRARA ALLIANCE NE               ||I
BRIXIUS|CASPER|99FIS04164|02/24/2000|WESTERN BANK                  |POB 423 ALLIANCE NE                     ||F
BRIXIUS|CASPER|99FIS04164|02/24/2000|EDWARD JONES                  |                                        ||S
BRIXIUS|CASPER|99FIS04164|02/24/2000|COMMUNITY FIRST               |                                        ||S
BRIXIUS|CASPER|99FIS04164|02/24/2000|PUTNAM STOCK                  |                                        ||S
BRIXIUS|CASPER|99FIS04164|02/24/2000|MARINE CORPS CREDIT UNION     |                                        ||S
BRIXIUS|CASPER|99FIS04164|02/24/2000|WESTERN BANK                  |POB 428 ALLIANCE NE                     ||C
BRIXIUS|CASPER|99FIS04164|12/21/2000|BRIXIUS CROP INS              |BOX 337                                 ||I
BRIXIUS|CASPER|99FIS04164|12/21/2000|FARMING-OWNER OPERATOR        |1839 NIOBRARA                           ||I
BRIXIUS|CASPER|99FIS04164|12/21/2000|USMC ---RETIRED               |                                        ||I
BRIXIUS|CASPER|99FIS04164|12/21/2000|WESTERN BANK                  |ALLIANCE, NE                            ||F
BRIXIUS|CASPER|99FIS04164|12/21/2000|COMMUNITY FIRST               |ALLIANCE, NE                            ||F
BRIXIUS|CASPER|99FIS04164|12/21/2000|USMC CREDIT UNION             |CAMP PENELTON, CA                       ||F
BRIXIUS|CASPER|99FIS04164|12/21/2000|PRUDENTIAL INSURANCE          |ANNUITY                                 ||S
BRIXIUS|CASPER|99FIS04164|12/21/2000|EDWARD D JONES. CO            |ALLIANCE                                ||S
HENRY|BILL|99FIS04189|04/05/2000|ART HENRY & SONS INC          |                                        ||I
HENRY|BILL|99FIS04189|04/05/2000|HENRY TRANSPORTATION INC      |                                        ||I
HENRY|BILL|99FIS04189|04/05/2000|DOM COMPANY                   |                                        ||I
HENRY|BILL|99FIS04189|04/05/2000|FARMLAND SERVICE COOP         |                                        ||B
HENRY|BILL|99FIS04189|04/05/2000|FIRST BAPTIST CHURCH          |                                        ||B
HENRY|BILL|99FIS04189|04/05/2000|NORTH PLATTE NATL BANK        |                                        ||F
HENRY|BILL|99FIS04189|04/05/2000|UNITED NEBRASKA BANK          |                                        ||F
HENRY|BILL|99FIS04189|04/05/2000|FARMERS STATE BANK            |                                        ||F
JENKINS|DUANE|99FIS04190|05/12/1999|DUANE JENKINS FARM            |2451 BLYBURG RD.                        ||I
JENKINS|DUANE|99FIS04190|05/12/1999|NORTHEAST NE PPD DIRECTOR     |WAYNE, NE                               ||I
JENKINS|DUANE|99FIS04190|05/12/1999|MET. LIFE-CONAGRA             |                                        ||I
JENKINS|DUANE|99FIS04190|05/12/1999|SOCIAL SECURITY ADMINISTR     |KANSAS CITY                             ||I
JENKINS|DUANE|99FIS04190|05/12/1999|HOME & RURAL FIRE DEPT.       |                                        ||B
JENKINS|DUANE|99FIS04190|05/12/1999|FIRST NATIONAL BANK           |                                        ||F
JENKINS|DUANE|99FIS04190|05/12/1999|1ST NATIONAL BANK             |HOMER, NE                               ||C
HUMISTON|ROBERT|99FIS04242|03/14/2001|HUMISTON RENTAL EXPRESS L     |RENT TO OWN BUSINESS                    ||I
HUMISTON|ROBERT|99FIS04242|03/14/2001|FIVE POINT BANK               |2015 N BROADWELL AVE                    ||F
HUMISTON|ROBERT|99FIS04242|03/14/2001|EQUITABLE BUILDING & LOAN     |113-115 N LOCUST                        ||F
HUMISTON|ROBERT|99FIS04242|03/14/2001|US BANK                       |424 W 3                                 ||F
CARLSTROM|JOHN|99FIS04251|03/12/2001|DODGE COUNTY                  |                                        ||I
CARLSTROM|JOHN|99FIS04251|03/12/2001|U.S. TREASURY                 |                                        ||I
CARLSTROM|JOHN|99FIS04251|03/12/2001|NEW YORK LIFE INS. CO         |                                        ||I
CARLSTROM|JOHN|99FIS04251|03/12/2001|ASSOCIATED GENERAL CONTR      |                                        ||B
CARLSTROM|JOHN|99FIS04251|03/12/2001|AGC BUILDING CHAPTER          |                                        ||B
CARLSTROM|JOHN|99FIS04251|03/12/2001|FREMONT BLDG. CODE APPEAL     |                                        ||B
CARLSTROM|JOHN|99FIS04251|03/12/2001|RIDGE CEMETERY ASSOC.         |                                        ||B
CARLSTROM|JOHN|99FIS04251|03/12/2001|AMERICAN ARBITRATION ASSO     |                                        ||B
CARLSTROM|JOHN|99FIS04251|03/12/2001|COMMERCIAL FEDERAL BANK       |                                        ||F
CARLSTROM|JOHN|99FIS04251|03/12/2001|U.S. TREASURY                 |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|U.S. BANK                     |                                        ||F
CARLSTROM|JOHN|99FIS04251|03/12/2001|LASALLE NATL BANK             |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|EDWARD JONES                  |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|INVESTMENT MANAG. GROUP       |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|AMERICAN MUTUAL FUNDS         |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|CAPITAL WORLD GROWTH          |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|INCOME FUND OF AMERICA        |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|QWEST COMMUNICATIONS          |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|PUTNAM U.S. GOVT INCOME       |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|NE PUBLIC POWER               |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|COMMONWEALTH EDISON CO        |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|U S WEST COMMUNICATIONS       |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|AMERICAN TELEPHONE & TELE     |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|LORD ABBETT AFFILATED         |                                        ||S
CARLSTROM|JOHN|99FIS04251|03/12/2001|LINCOLN NATL LIFE INS. CO     |                                        ||S
WAYNE|LAWRENCE|99FIS04337|03/13/2000|NE CORRECTIONAL ASSN          |                                        ||B
MAYBEN|WILLIAM|99FIS04361|03/08/2001|FIRST NATIONAL BANK           |                                        ||F
MAYBEN|WILLIAM|99FIS04361|03/08/2001|NE PUBLIC POWER DISTRICT      |                                        ||I
MAYBEN|WILLIAM|99FIS04361|03/08/2001|PAINEWEBBER                   |                                        ||S
MAYBEN|WILLIAM|99FIS04361|03/08/2001|CHARLES SCHWAB & CO           |                                        ||S
MAYBEN|WILLIAM|99FIS04361|03/08/2001|MERRIL LYNCH, PIERCE, FEN     |                                        ||S
MAYBEN|WILLIAM|99FIS04361|03/08/2001|AMERICAN PUBLIC POWER         |                                        ||B
MAYBEN|WILLIAM|99FIS04361|03/08/2001|THE ENERGY AUTHORITY          |                                        ||B
MAYBEN|WILLIAM|99FIS04361|03/08/2001|NE POWER ASSOCIATION          |                                        ||B
JANING|JUDITH|99FIS04366|05/12/1999|IDCAD EMERGENCY SERVICES      |BOX 278  EMMITSBURG, MD                 ||I
JANING|JUDITH|99FIS04366|05/12/1999|NATIONAL EMERGENCY TRAINI     |6825 S. SEATON AVE.  EMMITSBUR          ||I
JANING|JUDITH|99FIS04366|05/12/1999|OMAHA FIREFIGHTERS CR. UN     |60TH & GROVER  OMAHA, NE                ||F
JANING|JUDITH|99FIS04366|05/12/1999|AMCARE BANK                   |MENDOTA, IL                             ||F
JANING|JUDITH|99FIS04366|05/12/1999|SUN AMERICA                   |                                        ||S
JANING|JUDITH|99FIS04366|05/12/1999|AMERICAN FUNDS                |                                        ||S
OLSON|ALBERT|99FIS04413|08/11/1999|AMERICAN NATIONAL BANK        |90TH & DODGE ST.  OMAHA, NE             ||F
OLSON|ALBERT|99FIS04413|08/11/1999|U.S. BANK, N.A.               |17TH & FARNAM  OMAHA, NE                ||F
OLSON|ALBERT|99FIS04413|08/11/1999|CAMPBELL SOUP                 |                                        ||S
OLSON|ALBERT|99FIS04413|08/11/1999|JOHN DEERE                    |                                        ||S
OLSON|ALBERT|99FIS04413|08/11/1999|JP MORGAN                     |                                        ||S
OLSON|ALBERT|99FIS04413|08/11/1999|MHN MINING & MFG.             |                                        ||S
OLSON|ALBERT|99FIS04413|08/11/1999|RJR NABISCO                   |                                        ||S
OLSON|ALBERT|99FIS04413|08/11/1999|DAN RAUSCHER                  |BROKERAGE ACCT.                         ||S
OLSON|ALBERT|99FIS04413|08/11/1999|EMT SPECIALISTS,  P.C.        |8701 W. DODGE RD.  OMAHA, NE            ||I
OLSON|ALBERT|99FIS04413|08/11/1999|STOCK DIVIDENDS               |BLACK HILLS CORP.                       ||I
OLSON|ALBERT|99FIS04413|08/11/1999|INTEREST INCOME               |AMERICAN NATIONAL BANK                  ||I
OLSON|ALBERT|99FIS04413|08/11/1999|FARM INCOME                   |IOWA FARMLAND & NE FARMLAND             ||I
OLSON|ALBERT|99FIS04413|08/11/1999|EMT SPECIALISTS, P.C.         |                                        ||B
MILLER|NEIL|99FIS04434|03/02/2001|BUFFALO CNTY COMM. HEALTH     |                                        ||B
MILLER|NEIL|99FIS04434|03/02/2001|PLATTE VALLEY BANK            |                                        ||F
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|OTOE CO. CLERK OF DIST. C     |1021 CENTRAL AVE.  NEBRASKA CI          ||I
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|FARMERS BANK                  |NEBRASKA CITY, NE  68410                ||F
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|LINCOLN TELEPHONE & TELEG     |LINCOLN, NE                             ||F
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|WADDELL & REED FINANCIAL      |NEBRASKA CITY, NE  68410                ||F
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|AMERICAN NATIONAL BANK        |NEBRASKA CITY, NE  68410                ||F
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|LINCOLN TELEPHONE & TELEG     |                                        ||S
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|UNITED SCIENCE & TECH. FU     |                                        ||S
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|UNITED ACCUMULATIVE FUND      |                                        ||S
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|UNITED VANGUARD FUND          |                                        ||S
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|IRA-UNITED INCOME, UNITED     |NEW CONCEPTS, UNITED SCIENCE,           ||S
THUMMEL|ELIZABETH|99FIS04447|05/07/1999|MONEY MARKET ACCOUNT          |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|RCN CORP                      |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|SMUCKER J.M.                  |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|ST JUNE MEDICAL               |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|STAT OF NE ED. BOND           |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|SUN MICROSYSTEMS              |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|TEXAS INST                    |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|TRANSOCEAN SEDCO FOREX        |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|TRW                           |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|UNION CARBIDE                 |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|UNIQUE MOTORS                 |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|UNITED PARCEL                 |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|WASHINGTON MUTUAL             |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|WOODSIDE PATROLEUM            |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|APACHE CORP                   |ONE POST OAK CENTRAL HOUSTON T          ||I
FERLIC|RANDOLPH|99FIS04973|03/29/2000|US BANK                       |88TH & CENTER OMAHA NE                  ||I
FERLIC|RANDOLPH|99FIS04973|03/29/2000|FERLIC INVESTMENTS LTD        |4242 FARNAM ST OMAHA NE                 ||I
FERLIC|RANDOLPH|99FIS04973|03/29/2000|SALOMON SMITH BARNEY          |9202 W DODGE OMAHA NE                   ||I
FERLIC|RANDOLPH|99FIS04973|03/29/2000|GEORGE WEAVER                 |FAIRBAULT MN                            ||I
FERLIC|RANDOLPH|99FIS04973|03/29/2000|EXXON MOBIL CORP              |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|DAIMLER CHRYSLER              |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|ANHEUSER-BUSCH                |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|AVON PRODUCTS                 |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|BP AMOCO                      |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|BAKER HUGHES                  |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|BRISTOL MYERS                 |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|CALIFORNIA WATER SVC          |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|DIAGEO PLC                    |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|EMERSON ELEC                  |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|GENERAL ELEC                  |                                        ||S
FERLIC|RANDOLPH|99FIS04973|03/29/2000|GLAXO WELCOME                 |                                        ||S
KNOTT, SR.|DONALD|99FIS04998|12/30/1999|SARPY COUNTY COMM.            |1210 GOLDEN GATE DR.  PAPPILLI          ||I
KNOTT, SR.|DONALD|99FIS04998|12/30/1999|SOCIAL SECURTY ADD.           |601 FED. BUILDING KANSAS CITY           ||I
KNOTT, SR.|DONALD|99FIS04998|12/30/1999|GREAT WESTERN BANK            |919 ALVIN RD. SOUTH BELLEVUE N          ||F
KNOTT, SR.|DONALD|99FIS04998|12/30/1999|METROPOLITAIN LIFE CO         |11404 W DODGE S. 720 OMAHA NE           ||S
KNOTT, SR.|DONALD|99FIS04998|12/30/1999|                              |                                        || 
KIMBLE|DAVID|99FIS04999|05/20/1999|SEWARD CO. PUBLIC DEFENDE     |                                        ||I
KIMBLE|DAVID|99FIS04999|05/20/1999|DAVID L. KIMBLE-LAW OFFIC     |                                        ||I
KIMBLE|DAVID|99FIS04999|05/20/1999|SEWARD VFW POST 4755          |243 SOUTH 9TH  SEWARD, NE               ||B
KIMBLE|DAVID|99FIS04999|05/20/1999|DAVID L. KIMBLE, ATTORNEY     |424 MAIN  SEWARD, NE                    ||B
KIMBLE|DAVID|99FIS04999|05/20/1999|CORNHUSKER BANK               |BOX 80009  LINCOLN, NE                  ||F
KIMBLE|DAVID|99FIS04999|05/20/1999|FARMERS & MERCHANTS BANK      |390 HECTOR  CORDOVA, NE                 ||F
KIMBLE|DAVID|99FIS04999|05/20/1999|U.S. BANK                     |BOX 64799  ST. PAUL, MN                 ||F
KIMBLE|DAVID|99FIS04999|05/20/1999|FORD MOTOR CREDIT             |P.O. BOX 5466  ROME, GA                 ||C
KIMBLE|DAVID|99FIS04999|05/20/1999|AMERICAN EXPRESS FIN. ADV     |                                        ||S
HUNTER|R. DAVID|99FIS05004|11/15/1999|STATE TITLE SERVICES          |1023 LINCOLN MALL, 68508                ||I
HUNTER|R. DAVID|99FIS05004|11/15/1999|D & K STREET PROPERTIES       |                                        ||I
HUNTER|R. DAVID|99FIS05004|11/15/1999|STOCKWELL, LLC                |                                        ||B
HUNTER|R. DAVID|99FIS05004|11/15/1999|PINNACLE BANK                 |LINCOLN, NE                             ||F
HUNTER|R. DAVID|99FIS05004|11/15/1999|SECURITY FEDERAL SAVINGS      |LINCOLN, NE                             ||F
HUNTER|R. DAVID|99FIS05004|11/15/1999|LINCOLN FEDERAL BANK          |LINCOLN, NE                             ||F
HUNTER|R. DAVID|99FIS05004|11/15/1999|MERRILL LYNCH                 |                                        ||S
LOSCHEN|DALE|99FIS05011|01/12/2000|FRANKLIN COUNTY               |                                        ||I
LOSCHEN|DALE|99FIS05011|01/12/2000|LOSCHEN FARMS INC             |RT 1 BOX 56 WILCOX NE                   ||I
LOSCHEN|DALE|99FIS05011|01/12/2000|STATE BANK OF HILDRETH        |                                        ||F
