Committee Name|Committee ID|Date Received|State Code|Total|Expense Category
NE REALTORS PAC|99PAC00064|01/10/2005|99|1062.9|029
NE REALTORS PAC|99PAC00064|10/21/2004|99|388.95|029
NE REALTORS PAC|99PAC00064|09/30/2004|99|13996.05|029
NE REALTORS PAC|99PAC00064|06/18/2004|99|4943.4|029
NE REALTORS PAC|99PAC00064|04/29/2004|99|990.3|029
NE REALTORS PAC|99PAC00064|04/09/2004|99|16056.6|029
NE REALTORS PAC|99PAC00064|06/16/2003|99|1342.5|029
NE REALTORS PAC|99PAC00064|03/31/2003|99|1748.1|029
NE REALTORS PAC|99PAC00064|03/10/2003|99|1799.4|029
NE REALTORS PAC|99PAC00064|01/14/2003|99|100.5|029
NE REALTORS PAC|99PAC00064|10/29/2002|99|1953.44|029
NE REALTORS PAC|99PAC00064|10/09/2002|99|10246.89|029
NE REALTORS PAC|99PAC00064|05/06/2002|99|2643.9|029
NE REALTORS PAC|99PAC00064|04/30/2002|99|12074.37|029
NE REALTORS PAC|99PAC00064|04/16/2002|99|1317|029
NE REALTORS PAC|99PAC00064|06/07/2001|99|1385.1|029
NE REALTORS PAC|99PAC00064|05/07/2001|99|289.5|029
NE REALTORS PAC|99PAC00064|03/07/2001|99|555.9|029
NE REALTORS PAC|99PAC00064|01/11/2007|99|1034.85|029
NE REALTORS PAC|99PAC00064|10/10/2006|99|13951.92|029
NE REALTORS PAC|99PAC00064|06/16/2005|99|3415.2|029
NE REALTORS PAC|99PAC00064|06/17/2009|99|809.1|029
NE REALTORS PAC|99PAC00064|03/09/2009|99|1524.92|029
NE REALTORS PAC|99PAC00064|03/26/2009|99|990|029
NE REALTORS PAC|99PAC00064|10/24/2008|99|340.05|
NE REALTORS PAC|99PAC00064|01/13/2009|99|277.2|029
NE REALTORS PAC|99PAC00064|10/06/2008|99|13860.6|
NE REALTORS PAC|99PAC00064|04/19/2007|99|191.7|029
NE REALTORS PAC|99PAC00064|06/16/2006|99|2805.3|029
NE REALTORS PAC|99PAC00064|05/02/2006|99|54|029
NE REALTORS PAC|99PAC00064|04/07/2006|99|3592.92|029
NE REALTORS PAC|99PAC00064|01/27/2006|99|10952.25|029
NE REALTORS PAC|99PAC00064|01/17/2012|99|12783.72|029
NE RIGHT TO LIFE PAC|99PAC00067|01/03/2011|99|1228.95|
NE RIGHT TO LIFE PAC|99PAC00067|06/19/2008|99|445.3|
NE RIGHT TO LIFE PAC|99PAC00067|06/19/2006|99|440.48|029
NE RIGHT TO LIFE PAC|99PAC00067|01/04/2005|99|623.61|029
NE RIGHT TO LIFE PAC|99PAC00067|06/21/2004|99|737.2|029
NE RIGHT TO LIFE PAC|99PAC00067|10/30/2002|99|178.98|029
NE RIGHT TO LIFE PAC|99PAC00067|06/25/2002|28|202.84|029
NE RIGHT TO LIFE PAC|99PAC00067|01/17/2001|28|488.39|029
NE RIGHT TO LIFE PAC|99PAC00067|01/17/2001|99|418.62|029
NE RIGHT TO LIFE PAC|99PAC00067|11/01/2000|99|168.22|029
NE RIGHT TO LIFE PAC|99PAC00067|06/21/2000|99|913.8|029
NE RIGHT TO LIFE PAC|99PAC00067|06/30/2010|99|2700.6|
NE RIGHT TO LIFE PAC|99PAC00067|01/05/2009|99|266.28|
NE RIGHT TO LIFE PAC|99PAC00067|10/27/2008|99|1189.46|
NE RIGHT TO LIFE PAC|99PAC00067|05/02/2006|99|40.48|029
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|10/30/2002|10|500|029
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|10/09/2002|10|500|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/06/2005|17|5650|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/06/2005|16|1700|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|09/30/2004|17|4850|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|09/30/2004|16|1500|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|06/17/2004|16|200|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|04/09/2004|16|600|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/28/2004|16|1400|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/28/2004|06|1316.88|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|10/28/2002|17|5200|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|10/03/2002|17|600|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|10/03/2002|16|1600|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|06/19/2002|17|600|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|06/19/2002|16|300|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/09/2002|17|1000|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/09/2002|16|1000|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/16/2001|16|1100|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|10/10/2000|17|7300|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|10/10/2000|16|200|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/25/2000|17|200|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/25/2000|16|900|029
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|01/25/2000|06|1600|029
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|10/06/2010|99|200|029
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|05/02/2010|99|300|029
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|10/04/2004|99|200|029
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/17/2006|99|300|029
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/15/2009|99|200|029
PROFESSIONAL INSURANCE AGENTS OF NEBRASKA PAC|99PAC00079|01/30/2012|99|250|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|48|1000|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|47|1250|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|44|1750|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|39|3000|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|38|500|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|34|3750|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|16|200|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|10|500|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|99|19900|029
PROFESSIONAL  PAC|99PAC00081|01/21/2004|05|1975|029
PROFESSIONAL  PAC|99PAC00081|06/13/2003|44|1000|029
PROFESSIONAL  PAC|99PAC00081|06/13/2003|39|1500|029
PROFESSIONAL  PAC|99PAC00081|06/13/2003|26|500|029
PROFESSIONAL  PAC|99PAC00081|06/13/2003|10|650|029
PROFESSIONAL  PAC|99PAC00081|06/13/2003|99|6750|029
PROFESSIONAL  PAC|99PAC00081|04/29/2003|44|1000|029
PROFESSIONAL  PAC|99PAC00081|04/29/2003|99|5000|029
PROFESSIONAL  PAC|99PAC00081|03/27/2003|34|1500|029
PROFESSIONAL  PAC|99PAC00081|03/27/2003|99|2000|029
PROFESSIONAL  PAC|99PAC00081|03/27/2003|05|500|029
PROFESSIONAL  PAC|99PAC00081|03/11/2003|47|473.68|029
PROFESSIONAL  PAC|99PAC00081|03/11/2003|39|600|029
PROFESSIONAL  PAC|99PAC00081|03/11/2003|10|1300|029
PROFESSIONAL  PAC|99PAC00081|03/11/2003|99|2000|029
PROFESSIONAL  PAC|99PAC00081|03/11/2003|05|250|029
PROFESSIONAL  PAC|99PAC00081|01/08/2003|44|500|029
PROFESSIONAL  PAC|99PAC00081|01/08/2003|39|1000|029
PROFESSIONAL  PAC|99PAC00081|01/08/2003|10|650|029
PROFESSIONAL  PAC|99PAC00081|01/08/2003|99|1250|029
PROFESSIONAL  PAC|99PAC00081|01/08/2003|05|675|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|49|500|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|44|1000|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|39|2250|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|17|450|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|10|1250|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|99|2000|029
PROFESSIONAL  PAC|99PAC00081|10/24/2002|05|275|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|47|550|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|44|1000|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|39|5900|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|34|1350|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|16|1000|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|10|3850|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|99|9250|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|05|900|029
PROFESSIONAL  PAC|99PAC00081|10/04/2002|02|200|029
PROFESSIONAL  PAC|99PAC00081|06/24/2002|41|250|029
PROFESSIONAL  PAC|99PAC00081|06/24/2002|31|1000|029
PROFESSIONAL  PAC|99PAC00081|06/24/2002|99|3000|029
PROFESSIONAL  PAC|99PAC00081|06/24/2002|05|250|029
PROFESSIONAL  PAC|99PAC00081|05/02/2002|47|400|029
PROFESSIONAL  PAC|99PAC00081|05/02/2002|45|500|029
PROFESSIONAL  PAC|99PAC00081|05/02/2002|99|500|029
PROFESSIONAL  PAC|99PAC00081|05/02/2002|05|250|029
PROFESSIONAL  PAC|99PAC00081|04/12/2002|44|2500|029
PROFESSIONAL  PAC|99PAC00081|04/12/2002|39|100|029
PROFESSIONAL  PAC|99PAC00081|04/12/2002|33|800|029
PROFESSIONAL  PAC|99PAC00081|04/12/2002|10|1950|029
PROFESSIONAL  PAC|99PAC00081|04/12/2002|99|3500|029
PROFESSIONAL  PAC|99PAC00081|04/12/2002|05|125|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|44|500|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|41|1000|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|39|1575|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|34|1000|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|31|500|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|10|1000|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|99|5850|029
PROFESSIONAL  PAC|99PAC00081|01/18/2002|05|1000|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|44|850|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|41|2000|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|39|1000|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|33|600|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|31|2500|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|10|2350|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|99|1000|029
PROFESSIONAL  PAC|99PAC00081|06/25/2001|05|500|029
PROFESSIONAL  PAC|99PAC00081|05/03/2001|44|500|029
PROFESSIONAL  PAC|99PAC00081|05/03/2001|39|400|029
PROFESSIONAL  PAC|99PAC00081|05/03/2001|33|50|029
PROFESSIONAL  PAC|99PAC00081|05/03/2001|31|500|029
PROFESSIONAL  PAC|99PAC00081|05/03/2001|99|1500|029
PROFESSIONAL  PAC|99PAC00081|03/23/2001|39|1200|029
PROFESSIONAL  PAC|99PAC00081|03/23/2001|05|250|029
PROFESSIONAL  PAC|99PAC00081|01/10/2001|44|1500|029
PROFESSIONAL  PAC|99PAC00081|01/10/2001|39|250|029
PROFESSIONAL  PAC|99PAC00081|01/10/2001|34|100|029
PROFESSIONAL  PAC|99PAC00081|01/10/2001|10|-282.93|029
PROFESSIONAL  PAC|99PAC00081|01/10/2001|05|250|029
PROFESSIONAL  PAC|99PAC00081|10/26/2000|13|100|029
PROFESSIONAL  PAC|99PAC00081|10/26/2000|99|1000|029
PROFESSIONAL  PAC|99PAC00081|10/26/2000|05|275|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|49|750|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|47|100|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|44|250|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|41|500|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|39|875|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|16|250|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|10|3600|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|99|2500|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|09|1000|029
PROFESSIONAL  PAC|99PAC00081|10/10/2000|05|625|029
PROFESSIONAL  PAC|99PAC00081|06/15/2000|39|250|029
PROFESSIONAL  PAC|99PAC00081|06/15/2000|10|500|029
PROFESSIONAL  PAC|99PAC00081|06/15/2000|99|1000|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|49|800|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|44|2000|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|39|250|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|33|699|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|31|2350|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|10|450|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|99|1000|029
PROFESSIONAL  PAC|99PAC00081|04/07/2000|05|750|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|49|250|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|44|1000|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|39|2350|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|34|1150|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|13|1000|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|10|300|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|06|500|029
PROFESSIONAL  PAC|99PAC00081|01/13/2000|05|625|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|10|450|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|06|500|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|05|1000|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|44|500|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|43|2100|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|39|725|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|33|900|029
PROFESSIONAL  PAC|99PAC00081|06/14/1999|31|2550|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|01/17/2008|99|1000|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|01/20/2006|99|2500|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|01/05/2005|99|1000|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|09/30/2004|99|500|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|01/07/2002|17|1000|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|10/04/2000|99|500|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|10/04/2006|99|1500|029
SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|99PAC00084|01/29/2010|99|500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/10/2012||9500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/10/2012|99|9500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|10/05/2010|99|7500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/15/2010|99|1500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/15/2008|99|7000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|03/08/2005|99|500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/11/2005|99|500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|10/01/2004|99|6000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|06/22/2004|99|500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|05/04/2004|99|1000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|04/09/2004|99|6000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/28/2004|99|6500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|04/15/2002|99|3750|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/30/2002|99|2000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|06/25/2001|99|2500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|10/10/2000|99|4000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|06/20/2000|99|7000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/31/2000|99|8000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|04/15/2008|99|1000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|10/14/2008|99|7500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|10/10/2006|99|8500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/11/2006|99|3500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|01/06/2009|99|1000|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|04/20/2007|99|2500|029
WERNER ENTERPRISES, INC. PAC|99PAC00088|04/10/2006|99|2500|029
DRIVE-DEMOCRAT, REPUB., INDEPENDENT VOTER ED.|99PAC00096|01/31/2003|28|10000|029
DRIVE-DEMOCRAT, REPUB., INDEPENDENT VOTER ED.|99PAC00096|04/13/2000|28|10000|029
DRIVE-DEMOCRAT, REPUB., INDEPENDENT VOTER ED.|99PAC00096|02/03/2000|09|6250|029
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|01/23/2002|28|500|029
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|06/26/2001|28|1500|029
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|05/01/2000|28|5000|029
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/07/2000|28|2500|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/27/2010|26|500|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/27/2010|16|3750|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2012|16|2000|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/18/2010|21|2000|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/10/2008|37|500|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/21/2007|16|600|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/05/2004|16|500|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/21/2004|16|600|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|16|1500|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/28/2003|99|1988.45|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/08/2008|26|675|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/11/2006|16|1250|029
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|16|850|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/14/2011|99|2000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/11/2012|99|5500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/22/2011|99|2500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/11/2012||5500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/28/2011|99|2000|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/04/2010|99|5000|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/09/2010|99|2000|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/08/2010|99|9500|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/30/2008|99|3500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/14/2008|99|6000|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/26/2006|99|6000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/09/2006|99|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/26/2005|48|5000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/26/2005|99|750|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/05/2005|44|2500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/05/2005|99|1500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/20/2004|99|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/04/2004|99|3900|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/21/2004|44|1500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/21/2004|33|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/09/2004|09|5000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/21/2004|28|2000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/21/2004|09|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/23/2003|28|1095|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/23/2003|09|5000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/26/2003|44|1500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/26/2003|33|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/13/2003|09|500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/15/2003|48|500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/23/2002|28|500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/02/2002|48|3000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/02/2002|44|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/02/2002|33|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/02/2002|28|2000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/19/2002|24|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/07/2002|99|2750|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|05/04/2001|48|3000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|05/04/2001|44|1500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|05/04/2001|33|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|05/04/2001|28|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/21/2001|28|500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/30/2000|48|3000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/10/2000|33|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/10/2000|28|6500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/14/2000|44|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/14/2000|28|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/06/2000|28|3250|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/20/2000|48|250|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/20/2000|44|1500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/20/2000|28|1250|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/15/1999|28|500|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/21/1999|48|3000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|03/06/2007|99|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/09/2004|99|1000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/21/2008|99|2000|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/06/2008|99|4000|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/04/2006|99|4000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/13/2006|99|3000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|04/12/2006|99|6000|029
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/22/2010|13|500|
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|10/22/2010|99|500|
NE LAND TITLE ASSOCIATION PAC|05PAC00144|10/21/2008|99|1147.75|029
NE LAND TITLE ASSOCIATION PAC|05PAC00144|01/11/2012|99|535|029
CAMPAIGN FOR NEBRASKAS FUTURE|08IRC00484|02/01/2010|99|1000|029
CITIZENS FOR A BETTER NEBRASKA|06CAC00834|04/23/2007|18|250|029
WATERCLAIM PEC|06CAC00869|04/25/2006|99|2284.29|029
ABATE OF NE INC. PAC|07PAC00152|04/14/2008|99|500|029
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/27/2012|99|16575|029
NE HOSPITAL ASSOCIATION PAC|10PAC00164|01/31/2011|99|12965|029
NE GROCERY INDUSTRY ASSOCIATION PAC|09PAC00162|01/27/2012|99|75|029
NE GPLDC PAC FUND|09PAC00160|10/27/2010|16|500|029
NE GPLDC PAC FUND|09PAC00160|02/01/2010|16|750|029
NE GPLDC PAC FUND|09PAC00160|01/13/2012|16|1500|029
