Form ID Number|Committee ID|Date Received|Committee Expenditure ID|Support/Oppose|Nature of Expenditure|Expenditure Date|Amount|Expense Category|Expenditure Committee Name
89|99PAC00013|01/19/2000|99CAC00178|0|D|09/29/1999|200|026|PEOPLE FOR PREISTER
90|99PAC00013|01/19/2000|99CAC00384|0|D|09/13/1999|100|026|QUANDAHL FOR LEGISLATURE
91|99PAC00013|01/19/2000|99CAC00321|0|D|07/06/1999|100|026|RAMON JANSSEN FOR STATE LEGISLATURE
92|99PAC00013|01/19/2000|99CAC00086|0|D|03/22/1999|100|026|RAIKES FOR LEGISLATURE
93|99PAC00013|01/19/2000|99CAC00117|0|D|09/29/1999|200|026|THOMPSON FOR LEGISLATURE
94|99PAC00014|01/11/2000|99CAC00407|0|D|05/11/1999|100|026|BOB DICKEY FOR LEGISLATURE
95|99PAC00014|01/11/2000|99CAC00419|0|D|05/07/1999|100|026|BOB KERRY FOR US SENATE COMMITTEE
96|99PAC00014|01/11/2000|99CAC00318|0|D|05/11/1999|100|026|CAROL HUDKINS LEGISLATURE COMMITTEE
97|99PAC00014|01/11/2000|99CAC00191|0|D|04/19/1999|100|026|CONNEALY FOR LEGISLATURE
98|99PAC00014|01/11/2000|99CAC00040|0|D|08/22/1999|100|026|DENNIS BYARS FOR LEGISLATURE
99|99PAC00014|01/11/2000|99CAC00169|0|D|05/07/1999|100|026|DWITE PEDERSEN FOR PUBLIC OFFICE
100|99PAC00014|01/11/2000|99CAC00311|0|D|08/15/1999|100|026|HARTNETT FOR LEGISLATURE
101|99PAC00014|01/11/2000|99CAC00384|0|D|08/22/1999|200|026|QUANDAHL FOR LEGISLATURE
102|99PAC00014|01/11/2000|99CAC00411|0|D|08/02/1999|100|026|RAY AGUILAR FOR LEGISLATURE
103|99PAC00014|01/11/2000|99CAC00090|0|D|05/07/1999|100|026|ROBAK FOR LEGISLATURE
104|99PAC00014|01/11/2000|99CAC00274|0|D|03/23/1999|100|026|SHELLEY KIEL FOR LEGISLATURE
105|99PAC00014|01/11/2000|99CAC00315|0|D|04/10/1999|100|026|SOUTH OMAHANS FOR HILGERT
106|99PAC00014|01/11/2000|99CAC00117|0|D|10/27/1999|100|026|THOMPSON FOR LEGISLATURE
107|99PAC00014|04/10/2000|99CAC00107|0|D|03/22/2000|100|026|ED SCHROCK FOR LEGISLATURE
108|99PAC00014|04/10/2000|99CAC00273|0|D|03/22/2000|100|026|JONES FOR LEGISLATURE
109|99PAC00014|04/10/2000|99CAC00085|0|D|03/01/2000|100|026|THE PRICE IS RIGHT FOR LEGISLATURE
110|99PAC00014|05/02/2000|99CAC00304|0|D|04/06/2000|100|026|FRIENDS OF FLOYD VRTISKA
111|99PAC00014|05/02/2000|99CAC00469|0|D|04/06/2000|50|026|COMMITTEE TO ELECT BOB KELLY FOR LEGISLATURE, THE
112|99PAC00014|06/15/2000|99CAC00191|0|D|05/11/2000|125|026|CONNEALY FOR LEGISLATURE
113|99PAC00014|06/15/2000|99CAC00207|0|D|06/13/2000|250|026|MIKE JOHANNS FOR GOVERNOR
114|99PAC00014|10/10/2000|99CAC00033|0|D|08/04/2000|33.53|026|BOURNE FOR LEGISLATURE
115|99PAC00016|01/24/2000|99CAC00407|0|D|05/06/1999|100|026|BOB DICKEY FOR LEGISLATURE
116|99PAC00016|01/24/2000|99CAC00307|0|D|11/16/1999|1100|   |BOB WICKERSHAM FOR LEGISLATURE
117|99PAC00016|01/24/2000|99CAC00152|0|D|10/20/1999|500|026|BRUNING FOR LEGISLATURE
118|99PAC00016|01/24/2000|99CAC00191|0|D|04/21/1999|100|026|CONNEALY FOR LEGISLATURE
119|99PAC00016|01/24/2000|99CAC00279|0|D|10/20/1999|100|026|DAN LYNCH FOR LEGISLATURE
120|99PAC00016|01/24/2000|99CAC00059|0|D|09/17/1999|500|026|DAVE MAURSTAD FOR LT. GOVERNOR
121|99PAC00016|01/24/2000|99CAC00040|0|D|10/25/1999|100|026|DENNIS BYARS FOR LEGISLATURE
122|99PAC00016|01/24/2000|99CAC00169|0|D|10/20/1999|600|026|DWITE PEDERSEN FOR PUBLIC OFFICE
123|99PAC00016|01/24/2000|99CAC00304|0|D|11/16/1999|600|027|FRIENDS OF FLOYD VRTISKA
124|99PAC00016|01/24/2000|99CAC00311|0|D|10/20/1999|250|026|HARTNETT FOR LEGISLATURE
125|99PAC00016|01/24/2000|99CAC00317|0|D|05/10/1999|100|026|HUDKINS COUNTY COMMISSIONER COMMITTEE
126|99PAC00016|01/24/2000|99CAC00226|0|D|05/04/1999|100|026|KREMER FOR LEGISLATURE
1370|99PAC00023|01/11/2005|99CAC00224|0|D|10/24/2004|400|026|MARC KRAFT ELECTION COMMITTEE
1371|99PAC00023|01/11/2005|99CAC00442|0|D|12/22/2004|25000|026|MICHAEL G. FAHEY FOR MAYOR
1372|99PAC00023|01/11/2005|99CAC00666|0|D|10/20/2004|2000|026|FRIENDS OF RICH PAHLS
1373|99PAC00023|03/07/2005|99CAC00406|0|D|03/01/2005|20000|026|CLIFF HERD FOR CITY COUNCIL DISTRICT 6
1374|99PAC00023|03/07/2005|99CAC00224|0|D|02/28/2005|10000|026|MARC KRAFT ELECTION COMMITTEE
1375|99PAC00023|03/07/2005|99CAC00442|0|D|02/28/2005|10000|026|MICHAEL G. FAHEY FOR MAYOR
1376|99PAC00024|01/20/2000|99CAC00307|0|D|05/12/1999|100|028|BOB WICKERSHAM FOR LEGISLATURE
1377|99PAC00024|01/20/2000|99CAC00307|0|D|11/30/1999|250|026|BOB WICKERSHAM FOR LEGISLATURE
1378|99PAC00024|01/20/2000|99CAC00152|0|D|06/23/1999|500|026|BRUNING FOR LEGISLATURE
1379|99PAC00024|01/20/2000|99CAC00059|0|D|10/01/1999|500|026|DAVE MAURSTAD FOR LT. GOVERNOR
1380|99PAC00024|01/20/2000|99CAC00304|0|D|02/09/1999|100|026|FRIENDS OF FLOYD VRTISKA
1381|99PAC00024|01/20/2000|99CAC00311|0|D|11/05/1999|500|026|HARTNETT FOR LEGISLATURE
1382|99PAC00024|01/20/2000|99CAC00317|0|D|05/18/1999|100|026|HUDKINS COUNTY COMMISSIONER COMMITTEE
1383|99PAC00024|01/20/2000|99CAC00226|0|D|05/21/1999|100|026|KREMER FOR LEGISLATURE
1384|99PAC00024|01/20/2000|99CAC00284|0|D|12/17/1999|250|026|MATZKE FOR LEGISLATURE
1385|99PAC00024|01/20/2000|99CAC00384|0|D|02/24/1999|200|026|QUANDAHL FOR LEGISLATURE
1386|99PAC00024|01/20/2000|99CAC00384|0|D|10/01/1999|500|026|QUANDAHL FOR LEGISLATURE
1387|99PAC00024|01/20/2000|99CAC00086|0|D|10/05/1999|100|026|RAIKES FOR LEGISLATURE
1388|99PAC00024|01/20/2000|99CAC00407|0|D|05/13/1999|100|026|BOB DICKEY FOR LEGISLATURE
1389|99PAC00024|04/10/2000|99CAC00407|0|D|03/21/2000|200|026|BOB DICKEY FOR LEGISLATURE
1390|99PAC00024|04/10/2000|99CAC00150|0|D|01/04/2000|200|026|CURT BROMM LEGISLATIVE COMMITTEE
1391|99PAC00024|04/10/2000|99CAC00273|0|D|03/21/2000|200|026|JONES FOR LEGISLATURE
1392|99PAC00024|04/10/2000|99CAC00384|0|D|03/21/2000|200|026|QUANDAHL FOR LEGISLATURE
1393|99PAC00024|04/10/2000|99CAC00085|0|D|03/21/2000|100|026|THE PRICE IS RIGHT FOR LEGISLATURE
1394|99PAC00027|04/11/2000|99CAC00318|0|D|02/28/2000|500|026|CAROL HUDKINS LEGISLATURE COMMITTEE
1395|99PAC00027|04/11/2000|99CAC00311|0|D|03/23/2000|250|026|HARTNETT FOR LEGISLATURE
1396|99PAC00027|04/11/2000|99CAC00413|0|D|02/28/2000|500|026|HEWITT FOR LEGISLATURE
1397|99PAC00027|04/11/2000|99PPC00002|0|D|02/28/2000|850|028|NE REPUBLICAN PARTY
1398|99PAC00027|04/11/2000|99CAC00178|0|D|02/18/2000|250|026|PEOPLE FOR PREISTER
1399|99PAC00027|04/11/2000|99CAC00411|0|D|02/03/2000|100|026|RAY AGUILAR FOR LEGISLATURE
1400|99PAC00027|05/01/2000|99CAC00307|0|D|04/17/2000|500|026|BOB WICKERSHAM FOR LEGISLATURE
1401|99PAC00027|05/01/2000|99CAC00150|0|D|04/15/2000|1000|026|CURT BROMM LEGISLATIVE COMMITTEE
1402|99PAC00027|05/01/2000|99CAC00273|0|D|04/18/2000|250|026|JONES FOR LEGISLATURE
1403|99PAC00027|05/01/2000|99CAC00276|0|D|04/18/2000|1000|026|KRISTENSEN FOR LEGISLATURE
1404|99PAC00027|05/01/2000|99CAC00284|0|D|04/13/2000|500|026|MATZKE FOR LEGISLATURE
1405|99PAC00027|06/20/2000|99CAC00258|0|D|05/12/2000|500|026|COMMITTEE TO ELECT LEO PAT ENGEL
1406|99PAC00027|06/20/2000|99CAC00273|0|D|05/15/2000|250|026|JONES FOR LEGISLATURE
1407|99PAC00027|06/20/2000|99CAC00086|0|D|05/24/2000|500|026|RAIKES FOR LEGISLATURE
1408|99PAC00027|06/20/2000|99CAC00340|0|D|05/12/2000|500|026|TYSON FOR LEGISLATURE
1409|99PAC00027|10/10/2000|99CAC00193|0|D|08/04/2000|100|026|JIM D. CUDABACK FOR LEGISLATURE
1410|99PAC00027|10/23/2000|99BQC00058|0|D|10/16/2000|2500|027|NEBRASKANS AGAINST OUTSIDE INFLUENCE
1411|99PAC00027|02/08/2001|99PAC00122|0|D|11/03/2000|1000|026|FRIENDS OF HEWITT
1412|99PAC00027|02/08/2001|99PAC00124|0|D|11/03/2000|1000|026|FRIENDS OF MATZKE
1413|99PAC00027|02/08/2001|99CAC00430|0|D|11/11/2000|500|026|KRUSE FOR LEGISLATURE
1414|99PAC00027|03/06/2001|99CAC00152|0|D|01/04/2001|500|026|BRUNING FOR LEGISLATURE
1415|99PAC00027|03/06/2001|99CAC00430|0|D|01/04/2001|500|026|KRUSE FOR LEGISLATURE
1416|99PAC00027|03/27/2001|99CAC00448|0|D|03/05/2001|500|026|DOUG CUNNINGHAM FOR LEGISLATURE
1417|99PAC00027|08/26/2002|99CAC00594|0|D|05/23/2002|500|026|DAVE BIBA FOR LEGISLATURE DISTRICT 32
1418|99PAC00027|08/26/2002|99CAC00040|0|D|10/02/2001|250|026|DENNIS BYARS FOR LEGISLATURE
1419|99PAC00027|08/26/2002|99CAC00276|0|D|10/02/2001|1000|026|KRISTENSEN FOR LEGISLATURE
1420|99PAC00027|08/26/2002|99CAC00207|0|D|10/02/2001|5000|026|MIKE JOHANNS FOR GOVERNOR
1421|99PAC00027|08/26/2002|99CAC00207|0|D|10/02/2001|250|026|MIKE JOHANNS FOR GOVERNOR
1422|99PAC00027|08/26/2002|99CAC00207|0|D|11/08/2001|2500|026|MIKE JOHANNS FOR GOVERNOR
1423|99PAC00027|08/26/2002|99CAC00565|0|D|10/02/2001|1000|026|MINES FOR LEGISLATURE
1424|99PAC00027|10/07/2002|99CAC00025|0|D|07/19/2002|750|026|BAKER FOR LEGISLATURE
1425|99PAC00027|10/07/2002|99CAC00029|0|D|07/10/2002|500|026|BEUTLER FOR LEGISLATURE 
1426|99PAC00027|10/07/2002|99CAC00033|0|D|07/01/2002|500|026|BOURNE FOR LEGISLATURE
1427|99PAC00027|10/07/2002|99CAC00096|0|D|06/27/2002|500|026|COMMITTEE TO ELECT DEB SUTTLE TO STATE LEGISLATURE
1428|99PAC00027|10/07/2002|99CAC00107|0|D|06/28/2002|750|026|ED SCHROCK FOR LEGISLATURE
1429|99PAC00027|10/07/2002|99CAC00608|0|D|07/30/2002|1000|026|FRED HLAVA FOR THE 49TH
1430|99PAC00027|10/07/2002|99CAC00205|0|D|07/12/2002|500|026|JIM JENSEN FOR LEGISLATURE
1431|99PAC00027|10/07/2002|99CAC00035|0|D|07/08/2002|1000|026|KERMIT BRASHEAR FOR LEGISLATURE
1432|99PAC00027|10/07/2002|99CAC00207|0|D|06/27/2002|10000|026|MIKE JOHANNS FOR GOVERNOR
1433|99PAC00027|10/07/2002|99CAC00565|0|D|06/25/2002|500|026|MINES FOR LEGISLATURE
1434|99PAC00027|10/07/2002|99CAC00036|0|D|06/26/2002|1000|026|PAM BROWN FOR LEGISLATURE
1435|99PAC00027|10/07/2002|99CAC00088|0|D|07/18/2002|500|026|REDFIELD FOR LEGISLATURE
1436|99PAC00027|10/07/2002|99CAC00584|0|D|06/25/2002|500|026|SYNOWIECKI FOR LEGISLATURE
1437|99PAC00027|10/07/2002|99CAC00117|0|D|07/17/2002|500|026|THOMPSON FOR LEGISLATURE
1438|99PAC00027|10/07/2002|99CAC00128|0|D|07/22/2002|1000|026|WEHRBEIN FOR LEGISLATURE
1439|99PAC00027|10/24/2002|99CAC00594|0|D|10/21/2002|100|026|DAVE BIBA FOR LEGISLATURE DISTRICT 32
1440|99PAC00027|10/24/2002|99CAC00623|0|D|10/11/2002|1000|026|JOEL JOHNSON FOR LEGISLATURE (DIST #37)
1441|99PAC00027|01/13/2003|99CAC00040|0|D|10/29/2002|750|026|DENNIS BYARS FOR LEGISLATURE
1442|99PAC00027|01/13/2003|99CAC00193|0|D|10/29/2002|500|026|JIM D. CUDABACK FOR LEGISLATURE
1443|99PAC00027|01/13/2003|99CAC00226|0|D|10/29/2002|750|026|KREMER FOR LEGISLATURE
1444|99PAC00027|01/13/2003|99PPC00003|1|D|06/04/2002|500|028|NE DEMOCRATIC PARTY
1445|99PAC00027|01/13/2003|99CAC00017|0|D|11/04/2002|750|026|NORTH LINCOLN VOTERS FOR LANDIS
1446|99PAC00027|01/13/2003|99CAC00080|0|D|10/29/2002|500|026|PEDERSON FOR LEGISLATURE COMMITTEE
1447|99PAC00027|01/13/2003|99CAC00090|0|D|10/29/2002|750|026|ROBAK FOR LEGISLATURE
1448|99PAC00027|01/13/2003|99CAC00094|0|D|10/29/2002|500|026|STUHR FOR LEGISLATURE COMMITTEE
1449|99PAC00027|01/13/2003|99CAC00085|0|D|10/29/2002|500|026|THE PRICE IS RIGHT FOR LEGISLATURE
1450|99PAC00027|01/13/2003|99CAC00109|0|D|10/29/2002|500|026|WESTERN NEBRASKA FOR ADRIAN SMITH
1451|99PAC00027|06/16/2003|99CAC00258|0|D|05/21/2003|100|026|COMMITTEE TO ELECT LEO PAT ENGEL
1452|99PAC00027|06/16/2003|99PPC00003|0|D|05/21/2003|600|028|NE DEMOCRATIC PARTY
1453|99PAC00027|06/16/2003|99CAC00411|0|D|05/20/2003|100|026|RAY AGUILAR FOR LEGISLATURE
1454|99PAC00027|12/24/2003|99CAC00619|0|D|11/07/2003|100|026|ARNOLD STUTHMAN CAMPAIGN FUND
1455|99PAC00027|12/24/2003|99CAC00318|0|D|11/07/2003|100|026|CAROL HUDKINS LEGISLATURE COMMITTEE
1456|99PAC00027|12/24/2003|99CAC00448|1|D|11/07/2003|100|026|DOUG CUNNINGHAM FOR LEGISLATURE
1457|99PAC00027|12/24/2003|99CAC00169|1|D|11/07/2003|100|026|DWITE PEDERSEN FOR PUBLIC OFFICE
1458|99PAC00027|12/24/2003|99CAC00429|1|D|11/07/2003|100|026|ERDMAN FOR LEGISLATURE
1459|99PAC00027|12/24/2003|99CAC00602|1|D|11/07/2003|100|026|FRIENDS FOR COMBS
1460|99PAC00027|12/24/2003|99CAC00623|1|D|11/07/2003|100|026|JOEL JOHNSON FOR LEGISLATURE (DIST #37)
1461|99PAC00027|12/24/2003|99CAC00618|0|D|10/23/2003|100|026|LOUDEN FOR LEGISLATURE
1462|99PAC00027|12/24/2003|99CAC00178|0|D|11/07/2003|100|026|PEOPLE FOR PREISTER
1463|99PAC00027|12/24/2003|99CAC00088|1|D|11/07/2003|100|026|REDFIELD FOR LEGISLATURE
1464|99PAC00027|04/26/2004|99CAC00562|0|D|04/01/2004|500|026|BRUNING FOR ATTORNEY GENERAL
1465|99PAC00027|04/26/2004|99CAC00660|0|D|03/31/2004|50|026|COMMITTEE TO ELECT MARK GUSTAFSON
1466|99PAC00027|04/29/2004|99CAC00434|0|D|04/08/2004|100|026|BURLING FOR LEGISLATURE COMMITTEE
1467|99PAC00027|04/29/2004|99CAC00647|0|D|04/12/2004|1000|026|MIKE FLOOD FOR LEGISLATURE
1468|99PAC00027|04/29/2004|99CAC00652|0|D|04/20/2004|1000|026|ZEIGER FOR LEGISLATURE
1469|99PAC00027|06/17/2004|99CAC00654|0|D|05/05/2004|250|026|ARGANBRIGHT FOR LEGISLATURE
1470|99PAC00027|06/17/2004|99CAC00658|0|D|05/06/2004|500|026|BRUMBAUGH FOR LEGISLATURE
1471|99PAC00027|06/17/2004|99CAC00318|0|D|05/05/2004|500|026|CAROL HUDKINS LEGISLATURE COMMITTEE
1472|99PAC00027|06/17/2004|99CAC00258|0|D|05/05/2004|1000|026|COMMITTEE TO ELECT LEO PAT ENGEL
1473|99PAC00027|06/17/2004|99CAC00169|0|D|05/05/2004|500|026|DWITE PEDERSEN FOR PUBLIC OFFICE
1474|99PAC00027|06/17/2004|99CAC00429|0|D|05/05/2004|500|026|ERDMAN FOR LEGISLATURE
1475|99PAC00027|06/17/2004|99CAC00663|0|D|05/06/2004|500|026|FRIENDS FOR ABBIE CORNETT
1476|99PAC00027|06/17/2004|99CAC00602|0|D|05/04/2004|100|026|FRIENDS FOR COMBS
1477|99PAC00027|06/17/2004|99CAC00623|0|D|05/05/2004|1000|026|JOEL JOHNSON FOR LEGISLATURE (DIST #37)
1478|99PAC00027|06/17/2004|99CAC00430|0|D|05/05/2004|500|026|KRUSE FOR LEGISLATURE
1479|99PAC00027|06/17/2004|99CAC00618|0|D|05/05/2004|1000|026|LOUDEN FOR LEGISLATURE
1480|99PAC00027|06/17/2004|99CAC00178|0|D|04/28/2004|500|026|PEOPLE FOR PREISTER
1481|99PAC00027|06/17/2004|99CAC00086|0|D|05/05/2004|1000|026|RAIKES FOR LEGISLATURE
1482|99PAC00027|06/17/2004|99CAC00321|0|D|05/05/2004|500|026|RAMON JANSSEN FOR STATE LEGISLATURE
1483|99PAC00027|06/17/2004|99CAC00411|0|D|05/05/2004|500|026|RAY AGUILAR FOR LEGISLATURE
1484|99PAC00027|06/17/2004|99CAC00636|0|D|05/04/2004|100|026|RAY MOSSEY FOR LEGISLATURE
1485|99PAC00027|06/17/2004|99CAC00584|0|D|04/28/2004|1000|026|SYNOWIECKI FOR LEGISLATURE
1486|99PAC00027|06/17/2004|99CAC00569|0|D|05/07/2004|1000|026|VICKIE MCDONALD FOR LEGISLATURE
1487|99PAC00027|09/30/2004|99PPC00002|0|D|07/26/2004|1250|028|NE REPUBLICAN PARTY
1488|99PAC00027|10/20/2004|99CAC00687|0|D|10/01/2004|500|026|KOPPLIN FOR LEGISLATURE
1489|99PAC00027|10/20/2004|99CAC00652|0|D|09/29/2004|1000|026|ZEIGER FOR LEGISLATURE
1490|99PAC00027|01/04/2005|99CAC00434|0|D|11/04/2004|500|026|BURLING FOR LEGISLATURE COMMITTEE
1491|99PAC00027|01/04/2005|99CAC00318|0|D|11/01/2004|500|026|CAROL HUDKINS LEGISLATURE COMMITTEE
1492|99PAC00027|01/04/2005|99CAC00698|0|D|11/01/2004|500|026|COMMITTEE TO ELECT JERRY RYAN LEGISLATIVE DIST.45
1493|99PAC00027|01/04/2005|99CAC00258|0|D|11/01/2004|1000|026|COMMITTEE TO ELECT LEO PAT ENGEL
1494|99PAC00027|01/04/2005|99CAC00660|0|D|11/01/2004|500|026|COMMITTEE TO ELECT MARK GUSTAFSON
1495|99PAC00027|01/04/2005|99CAC00169|0|D|11/01/2004|500|026|DWITE PEDERSEN FOR PUBLIC OFFICE
1496|99PAC00027|01/04/2005|99CAC00429|0|D|11/01/2004|500|026|ERDMAN FOR LEGISLATURE
1497|99PAC00027|01/04/2005|99CAC00648|0|D|11/01/2004|500|026|FISCHER FOR LEGISLATURE
1498|99PAC00027|01/04/2005|99CAC00623|0|D|11/01/2004|500|026|JOEL JOHNSON FOR LEGISLATURE (DIST #37)
1499|99PAC00027|01/04/2005|99CAC00665|0|D|11/01/2004|500|026|KEVIN COOKSLEY FOR LEGISLATURE
1500|99PAC00027|01/04/2005|99CAC00430|0|D|11/01/2004|500|026|KRUSE FOR LEGISLATURE
1501|99PAC00027|01/04/2005|99CAC00618|0|D|11/01/2004|500|026|LOUDEN FOR LEGISLATURE
1502|99PAC00027|01/04/2005|99CAC00647|0|D|11/01/2004|1000|026|MIKE FLOOD FOR LEGISLATURE
1503|99PAC00027|01/04/2005|99CAC00178|0|D|11/01/2004|500|026|PEOPLE FOR PREISTER
1504|99PAC00027|01/04/2005|99CAC00086|0|D|11/01/2004|500|026|RAIKES FOR LEGISLATURE
1505|99PAC00027|01/04/2005|99CAC00321|0|D|10/28/2004|1000|026|RAMON JANSSEN FOR STATE LEGISLATURE
1506|99PAC00027|01/04/2005|99CAC00411|0|D|11/30/2004|500|026|RAY AGUILAR FOR LEGISLATURE
1507|99PAC00027|01/04/2005|99CAC00666|0|D|11/01/2004|1000|026|FRIENDS OF RICH PAHLS
1508|99PAC00027|01/04/2005|99CAC00432|0|D|11/01/2004|500|026|SCOTT KNUDSEN FOR STATE LEGISLATURE
1509|99PAC00027|01/04/2005|99CAC00584|0|D|11/01/2004|500|026|SYNOWIECKI FOR LEGISLATURE
1510|99PAC00027|01/04/2005|99CAC00569|0|D|11/01/2004|500|026|VICKIE MCDONALD FOR LEGISLATURE
1511|99PAC00027|03/07/2005|99CAC00686|0|D|02/08/2005|1000|026|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
1512|99PAC00027|03/07/2005|99CAC00448|0|D|01/25/2005|500|026|DOUG CUNNINGHAM FOR LEGISLATURE
1513|99PAC00027|03/07/2005|99CAC00107|0|D|02/11/2005|500|026|ED SCHROCK FOR LEGISLATURE
1514|99PAC00027|03/07/2005|99CAC00663|0|D|01/24/2005|1000|026|FRIENDS FOR ABBIE CORNETT
1515|99PAC00027|03/07/2005|99CAC00662|0|D|01/18/2005|500|026|HOWARD FOR LEGISLATURE
1516|99PAC00027|03/07/2005|99CAC00565|0|D|02/02/2005|1000|026|MINES FOR LEGISLATURE
1517|99PAC00028|01/13/2000|99PPC00002|0|D|02/25/1999|350|028|NE REPUBLICAN PARTY
1518|99PAC00028|01/13/2000|99CAC00178|0|D|10/20/1999|200|026|PEOPLE FOR PREISTER
1519|99PAC00028|01/13/2000|99CAC00384|0|D|02/25/1999|100|026|QUANDAHL FOR LEGISLATURE
1520|99PAC00028|01/13/2000|99CAC00411|0|D|09/16/1999|100|026|RAY AGUILAR FOR LEGISLATURE
1521|99PAC00028|01/13/2000|99CAC00090|0|D|05/11/1999|100|026|ROBAK FOR LEGISLATURE
1522|99PAC00028|01/13/2000|99CAC00086|0|D|03/29/1999|100|026|RAIKES FOR LEGISLATURE
1523|99PAC00028|01/13/2000|99CAC00327|0|D|09/16/1999|100|026|SCHIMEK FOR LEGISLATURE
1524|99PAC00028|01/13/2000|99CAC00274|0|D|03/23/1999|100|026|SHELLEY KIEL FOR LEGISLATURE
1525|99PAC00028|01/13/2000|99CAC00315|0|D|03/31/1999|100|026|SOUTH OMAHANS FOR HILGERT
1526|99PAC00028|01/13/2000|99CAC00117|0|D|10/20/1999|300|026|THOMPSON FOR LEGISLATURE
1527|99PAC00028|01/13/2000|99CAC00307|0|D|12/03/1999|200|026|BOB WICKERSHAM FOR LEGISLATURE
1528|99PAC00028|01/13/2000|99CAC00152|0|D|11/11/1999|100|026|BRUNING FOR LEGISLATURE
1529|99PAC00028|01/13/2000|99CAC00318|0|D|05/11/1999|100|028|CAROL HUDKINS LEGISLATURE COMMITTEE
1530|99PAC00028|01/13/2000|99CAC00191|0|D|04/21/1999|100|026|CONNEALY FOR LEGISLATURE
1531|99PAC00028|01/13/2000|99CAC00279|0|D|10/20/1999|100|026|DAN LYNCH FOR LEGISLATURE
1532|99PAC00028|01/13/2000|99CAC00059|0|D|09/16/1999|1000|026|DAVE MAURSTAD FOR LT. GOVERNOR
1533|99PAC00028|01/13/2000|99CAC00040|0|D|09/24/1999|100|026|DENNIS BYARS FOR LEGISLATURE
1534|99PAC00028|01/13/2000|99CAC00169|0|D|10/20/1999|200|026|DWITE PEDERSEN FOR PUBLIC OFFICE
1535|99PAC00028|01/13/2000|99CAC00304|0|D|02/10/1999|100|026|FRIENDS OF FLOYD VRTISKA
1536|99PAC00028|01/13/2000|99CAC00311|0|D|10/25/1999|100|026|HARTNETT FOR LEGISLATURE
1537|99PAC00028|01/13/2000|99CAC00226|0|D|05/11/1999|100|026|KREMER FOR LEGISLATURE
1538|99PAC00028|01/13/2000|99CAC00284|0|D|12/03/1999|100|026|MATZKE FOR LEGISLATURE
1539|99PAC00028|01/13/2000|99PPC00003|0|D|02/25/1999|300|028|NE DEMOCRATIC PARTY
1540|99PAC00028|04/07/2000|99CAC00150|0|D|01/05/2000|100|026|CURT BROMM LEGISLATIVE COMMITTEE
1541|99PAC00028|04/07/2000|99CAC00107|0|D|03/24/2000|100|026|ED SCHROCK FOR LEGISLATURE
1542|99PAC00028|04/07/2000|99CAC00273|0|D|03/24/2000|100|026|JONES FOR LEGISLATURE
1543|99PAC00028|04/07/2000|99PPC00003|0|D|02/24/2000|120|028|NE DEMOCRATIC PARTY
1544|99PAC00028|04/07/2000|99PPC00002|0|D|02/24/2000|120|028|NE REPUBLICAN PARTY
1545|99PAC00028|04/07/2000|99CAC00178|0|D|01/11/2000|100|026|PEOPLE FOR PREISTER
1546|99PAC00028|04/07/2000|99CAC00384|0|D|03/02/2000|100|026|QUANDAHL FOR LEGISLATURE
1547|99PAC00028|04/07/2000|99CAC00411|0|D|01/27/2000|100|026|RAY AGUILAR FOR LEGISLATURE
1548|99PAC00028|04/07/2000|99PPC00042|0|D|01/27/2000|50|028|SARPY COUNTY DEMOCRATIC PARTY
1549|99PAC00028|04/07/2000|99CAC00085|0|D|02/16/2000|100|026|THE PRICE IS RIGHT FOR LEGISLATURE
1550|99PAC00028|06/19/2000|99CAC00191|0|D|06/01/2000|250|026|CONNEALY FOR LEGISLATURE
1551|99PAC00028|10/10/2000|99CAC00059|0|D|10/02/2000|1000|026|DAVE MAURSTAD FOR LT. GOVERNOR
1552|99PAC00028|01/10/2001|99CAC00191|0|D|10/24/2000|500|026|CONNEALY FOR LEGISLATURE
1553|99PAC00028|01/10/2001|99CAC00429|0|D|10/24/2000|100|026|ERDMAN FOR LEGISLATURE
1554|99PAC00028|01/10/2001|99CAC00430|0|D|10/24/2000|100|026|KRUSE FOR LEGISLATURE
1555|99PAC00028|03/05/2001|99PPC00003|0|D|02/05/2001|650|026|NE DEMOCRATIC PARTY
1556|99PAC00028|03/05/2001|99PPC00002|0|D|01/26/2001|620|026|NE REPUBLICAN PARTY
1557|99PAC00028|03/05/2001|99CAC00178|0|D|01/26/2001|100|026|PEOPLE FOR PREISTER
1558|99PAC00028|04/11/2002|99CAC00193|0|D|09/06/2001|100|026|JIM D. CUDABACK FOR LEGISLATURE
1559|99PAC00028|04/11/2002|99CAC00226|0|D|05/17/2001|100|026|KREMER FOR LEGISLATURE
1560|99PAC00028|04/11/2002|99PPC00003|0|D|02/28/2002|650|028|NE DEMOCRATIC PARTY
1561|99PAC00028|04/11/2002|99PPC00002|0|D|03/21/2002|600|028|NE REPUBLICAN PARTY
1562|99PAC00028|04/11/2002|99CAC00178|0|D|01/15/2002|100|026|PEOPLE FOR PREISTER
1563|99PAC00028|04/11/2002|99CAC00411|0|D|05/17/2001|100|026|RAY AGUILAR FOR LEGISLATURE
1564|99PAC00028|04/11/2002|99CAC00090|0|D|10/10/2001|100|026|ROBAK FOR LEGISLATURE
1565|99PAC00028|04/11/2002|99CAC00090|0|D|02/28/2002|100|026|ROBAK FOR LEGISLATURE
