Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Nature Of Contribution|Support/Oppose|Description|Microfilm Number|Contributor Name
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/11/2007|06CAC00807|11/01/2007|23.79|I|0|Fundraiser|7600242|MCGILL FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/05/2009|05CAC00739|04/23/2009|40.66|I|0|Fundraiser|8010004|WHITE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/05/2009|05CAC00735|04/23/2009|31.52|I|0|Fundraiser|8010004|ANNETTE DUBAS FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/05/2009|07CAC01035|04/13/2009|25.67|I|0|Fundraiser|8010004|NORDQUIST FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/05/2009|99CAC00579|04/01/2009|27.96|I|0|Fundraiser|8010004|MIKE FRIEND FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/05/2009|06CAC00807|04/01/2009|44.41|I|0|Fundraiser|8010004|MCGILL FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/05/2009|99CAC00209|07/15/2008|283.45|I|0|Provided refreshments for fundraiser|7920002|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/05/2009|08CAC01118|02/22/2009|28.33|I|0|Fundraiser|7920001|CITIZENS TO ELECT SCOTT PRICE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/05/2009|99CAC00648|02/11/2009|55.09|I|0|Fundraiser|7920001|FISCHER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/05/2009|99CAC00670|02/01/2009|25.29|I|0|Fundraiser|7920001|LANGEMEIER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/05/2009|99CAC00663|02/01/2009|28.92|I|0|Fundraiser|7920001|FRIENDS FOR ABBIE CORNETT
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/05/2009|99CAC00686|02/01/2009|24.05|I|0|Fundraiser|7920001|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/03/2009|99CAC00209|07/15/2008|283.45|I|0|Provided refreshments for fundraiser|7910250|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/05/2008|05CAC00762|10/28/2008|16.72|I|0|Fundraiser|7840118|MARK CHRISTENSEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/05/2008|05CAC00763|10/28/2008|16.54|I|0|Fundraiser|7840118|HANSEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/05/2008|05CAC00740|10/10/2008|27.16|I|0|Fundraiser|7840118|PETE PIRSCH FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/05/2008|07CAC01050|10/02/2008|38.1|I|0|Fundraiser|7840118|FRIENDS FOR REX MOATS
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2005|99CAC00036|04/01/2005|25.65|I|0||7040083|PAM BROWN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2005|99CAC00647|04/01/2005|28.23|I|0||7040083|MIKE FLOOD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2005|99CAC00569|04/01/2005|39.9|I|0||7040083|VICKIE MCDONALD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/06/2005|05CAC00724|06/01/2005|35.41|I|0|not listed|7070016|CITIZENS FOR BEUTLER 
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/06/2005|99CAC00169|06/01/2005|24.4|I|0|not listed|7070016|DWITE PEDERSEN FOR PUBLIC OFFICE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/10/2005|99CAC00017|05/01/2005|52.89|I|0||7060033|NORTH LINCOLN VOTERS FOR LANDIS
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/10/2005|99CAC00687|05/01/2005|32.87|I|0||7060033|KOPPLIN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/01/2006|99CAC00327|10/09/2006|29|I|0|NOT GIVEN|7390215|SCHIMEK FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/01/2006|05CAC00740|10/09/2006|26.72|I|0|NOT GIVEN|7390215|PETE PIRSCH FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/01/2006|05CAC00741|10/09/2006|25.34|I|0|NOT GIVEN|7390215|GARRISON FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/23/2006|06BQC00138|10/17/2006|500|I|0|30 SECOND SPOT EVERY TWO HOURS ON LOCAL CHANNELS|7380124|NEBRASKANS FOR THE GOOD LIFE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/10/2006|05CAC00764|09/22/2006|23.56|I|0||7370084|FRIENDS FOR LYNNE ANDERSON
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/10/2006|06CAC00772|09/14/2006|22.8|I|0||7370084|NEBRASKANS FOR SHOEMAKER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/10/2006|05CAC00745|09/08/2006|39.2|I|0||7370084|KASCHKE FOR LEGISLATURE (NOW KASCHKE FOR MAYOR)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/10/2006|05CAC00738|09/08/2006|35.6|I|0||7370084|SHANE OSBORN FOR STATE TREASURER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/09/2006|05CAC00722|05/30/2006|680|I|0|not given|7310217|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/09/2006|05CAC00722|05/18/2006|2700|I|0|not given|7310217|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/05/2006|05CAC00722|06/01/2006|2950|I|0|not given|7330155|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/11/2006|05CAC00722|12/31/2005|2730|I|0|not listed|7120052|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|09/02/2005|99CAC00209|08/11/2005|325|I|0|not listed|7080035|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|99CAC00411|04/10/2006|23.68|I|0|fundraiser|7300117|RAY AGUILAR FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|99CAC00017|04/06/2006|40.21|I|0|fundraiser|7300117|NORTH LINCOLN VOTERS FOR LANDIS
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|06CAC00768|04/05/2006|18.14|I|0|fundraiser|7300117|PANKONIN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|99CAC00169|04/05/2006|25.73|I|0|fundraiser|7300117|DWITE PEDERSEN FOR PUBLIC OFFICE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|99CAC00686|04/05/2006|24.43|I|0|fundraiser|7300117|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|06CAC00798|03/15/2006|27.78|I|0|fundraiser|7250221|JARECKE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|99CAC00258|03/13/2006|21.73|I|0|fundraising|7250221|COMMITTEE TO ELECT LEO PAT ENGEL
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|05CAC00760|03/03/2006|19.12|I|0|fundraiser|7250221|KENT ROGERT FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/07/2006|05CAC00758|03/03/2006|22.02|I|0|fundraising|7250221|SORRENTINO FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/03/2006|05CAC00763|02/17/2006|27.64|I|0|in kind|7190021|HANSEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/03/2006|05CAC00740|02/06/2006|23.41|I|0|in kind|7190021|PETE PIRSCH FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/03/2006|05CAC00757|02/01/2006|24.81|I|0|in kind|7190021|WIGHTMAN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/07/2008|06CAC00768|01/23/2008|16.1|I|0|not listed|7640171|PANKONIN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|08/07/2006|06CAC00807|07/31/2006|32.41|I|0|not given|7340121|MCGILL FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|08/07/2006|99CAC00209|07/14/2006|300|I|0|not given|7340121|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|05CAC00722|04/27/2006|3075|I|0|not given|7300117|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|99CAC00569|04/10/2006|28.05|I|0|fundraiser|7300117|VICKIE MCDONALD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/10/2006|99CAC00579|04/05/2006|37.25|I|0|fundraiser|7300117|MIKE FRIEND FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/03/2006|99CAC00085|02/17/2006|24.62|I|0|in kind|7190021|THE PRICE IS RIGHT FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/01/2005|99CAC00579|03/25/2005|33.9|I|0||7010140|MIKE FRIEND FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/01/2005|99CAC00411|03/14/2005|30.22|I|0||7010140|RAY AGUILAR FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/01/2005|99CAC00321|03/11/2005|248.5|I|0||7010140|RAMON JANSSEN FOR STATE LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/01/2005|99CAC00648|03/07/2005|28.1|I|0||7010140|FISCHER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/01/2005|99CAC00448|03/03/2005|56.05|I|0||7010140|DOUG CUNNINGHAM FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/06/2006|99CAC00648|11/20/2006|46.94|I|0||7410117|FISCHER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/01/2006|05CAC00722|10/25/2006|2775|I|0|NOT GIVEN|7390215|GOVERNOR HEINEMAN COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/23/2006|06BQC00135|10/16/2006|500|I|0|30 SECOND SPOT EVERY TWO HOURS ON LOCAL CHANNELS|7380124|STOP OVER SPENDING NEBRASKA
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|10/10/2006|06CAC00771|09/01/2006|31.73|I|0||7370084|RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/09/2006|99CAC00178|01/09/2006|21.19|I|0|not given|0|PEOPLE FOR PREISTER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|09/05/2007|99CAC00209|08/15/2007|366|I|0|None |7590123|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|08/17/2007|99CAC00149|07/14/2007|385|I|0|Fundraiser|7590072|ANNE BOYLE FOR PUBLIC SERVICE COMMISSION
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/12/2007|99CAC00670|05/28/2007|39.26|I|0|Fundraiser event|7580102|LANGEMEIER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/12/2007|99CAC00169|05/14/2007|22.3|I|0|Fundraiser event|7580102|DWITE PEDERSEN FOR PUBLIC OFFICE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/12/2007|99CAC00584|05/04/2007|20.67|I|0|Fundraiser event|7580102|SYNOWIECKI FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/12/2007|99CAC00569|05/04/2007|20.17|I|0|Fundraiser event|7580102|VICKIE MCDONALD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/11/2007|05CAC00740|04/20/2007|22.68|I|0|None|7560225|PETE PIRSCH FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/11/2007|99CAC00430|04/18/2007|22.28|I|0|None|7560225|KRUSE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/11/2007|05CAC00739|04/04/2007|27.93|I|0|None|7560225|WHITE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/09/2007|05CAC00735|03/01/2007|17.85|I|0|None|7550169|ANNETTE DUBAS FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/09/2007|99CAC00258|03/12/2007|20.05|I|0|None|7550169|COMMITTEE TO ELECT LEO PAT ENGEL
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/09/2007|05CAC00747|03/22/2007|18.95|I|0|None|7550169|LATHROP FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/13/2007|05CAC00762|01/26/2007|19.66|I|0|None|7460014|MARK CHRISTENSEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/13/2007|99CAC00324|01/09/2007|92.38|I|0|none|7460014|LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/06/2007|05CAC00760|02/26/2007|23.55|I|0|None|7490029|KENT ROGERT FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/06/2007|99CAC00686|02/15/2007|20.38|I|0|None|7490029|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/05/2005|05CAC00725|11/30/2005|32.44|I|0|not listed|7100080|MUNGER FOR LEGISLATURE 
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/05/2005|99CAC00583|11/30/2005|20.8|I|0|not listed|7100080|TONY OJEDA FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/05/2005|99CAC00430|11/22/2005|22.08|I|0|not listed|7100080|KRUSE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/05/2005|05CAC00739|11/16/2005|35.07|I|0|not listed|7100080|WHITE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2005|99CAC00602|04/01/2005|35.48|I|0||7040083|FRIENDS FOR COMBS
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/04/2005|99CAC00178|01/10/2005|32.24|I|0|                                                  |6920108|PEOPLE FOR PREISTER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/04/2005|99CAC00662|01/24/2005|29.42|I|0|                                                  |6920108|HOWARD FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/04/2005|99CAC00663|01/14/2005|33.27|I|0|                                                  |6920108|FRIENDS FOR ABBIE CORNETT
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/08/2004|99CAC00652|10/06/2004|31.56|I|0|                                                  |6880046|ZEIGER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/06/2004|99CAC00553|06/17/2004|46.58|I|0|                                                  |6820207|GALE FOR SECRETARY OF STATE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/06/2004|99CAC00209|04/14/2004|826.92|I|0|                                                  |6800025|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/06/2004|99CAC00321|03/30/2004|290|I|0|                                                  |6770204|RAMON JANSSEN FOR STATE LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/06/2004|99CAC00590|03/02/2004|926.2|I|0|                                                  |6770204|JERRY VAP FOR PUBLIC SERVICE COMMISSION
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/06/2004|99CAC00663|03/12/2004|47.08|I|0|                                                  |6770204|FRIENDS FOR ABBIE CORNETT
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/06/2004|99CAC00648|03/02/2004|40.61|I|0|                                                  |6770204|FISCHER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/08/2003|99CAC00277|11/26/2003|295.24|I|0|                                                  |6640175|LANDIS FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|09/04/2003|99CAC00209|08/25/2003|150|I|0|                                                  |6630218|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/07/2003|99CAC00429|06/02/2003|26.63|I|0|                                                  |6630081|ERDMAN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/07/2003|99CAC00619|06/02/2003|24.34|I|0|                                                  |6630081|ARNOLD STUTHMAN CAMPAIGN FUND
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/06/2003|99CAC00590|04/08/2003|1004.71|I|0|                                                  |6610177|JERRY VAP FOR PUBLIC SERVICE COMMISSION
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/05/2003|99CAC00178|01/27/2003|36.18|I|0|                                                  |6510038|PEOPLE FOR PREISTER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/07/2002|99CAC00207|10/23/2002|60|I|0|                                                  |6470078|MIKE JOHANNS FOR GOVERNOR
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|11/07/2002|99CAC00553|10/15/2002|227.73|I|0|                                                  |6470078|GALE FOR SECRETARY OF STATE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|09/06/2002|99CAC00608|08/14/2002|64.36|I|0|                                                  |6430194|FRED HLAVA FOR THE 49TH
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00090|04/26/2002|28.44|I|0|                                                  |6390177|ROBAK FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00017|04/05/2002|27.36|I|1|                                                  |6390177|NORTH LINCOLN VOTERS FOR LANDIS
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00430|04/03/2002|20.25|I|0|                                                  |6390177|KRUSE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00590|04/03/2002|895.46|I|0|                                                  |6390177|JERRY VAP FOR PUBLIC SERVICE COMMISSION
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00553|04/03/2002|38.5|I|0|                                                  |6390177|GALE FOR SECRETARY OF STATE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00429|04/16/2002|20.89|I|0|                                                  |6390177|ERDMAN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00169|04/01/2002|17.18|I|0|                                                  |6390177|DWITE PEDERSEN FOR PUBLIC OFFICE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00195|04/03/2002|38.97|I|0|                                                  |6390177|DIERKS FOR LEGISLATURE (2002)
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/03/2002|99CAC00258|04/04/2002|22.59|I|0|                                                  |6390177|COMMITTEE TO ELECT LEO PAT ENGEL
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2002|99CAC00085|03/13/2002|20.7|I|0|                                                  |6370237|THE PRICE IS RIGHT FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/08/2002|99CAC00036|03/27/2002|44.22|I|0|                                                  |6370237|PAM BROWN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00131|02/18/2002|500|I|0|                                                  |6330202|WITEK FOR AUDITOR
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00584|02/21/2002|22.32|I|0|                                                  |6330202|SYNOWIECKI FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00080|02/06/2002|28.04|I|0|                                                  |6330202|PEDERSON FOR LEGISLATURE COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00207|02/18/2002|500|I|0|AIRPLANE TRAVEL                                   |6330202|MIKE JOHANNS FOR GOVERNOR
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00191|02/15/2002|26.73|I|0|                                                  |6330202|CONNEALY FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00580|02/18/2002|500|I|0|                                                  |6330202|BYRD FOR STATE TREASURER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|03/12/2002|99CAC00033|02/13/2002|24.55|I|0|                                                  |6330202|BOURNE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2002|99CAC00207|12/06/2001|2350|I|0|                                                  |6230222|MIKE JOHANNS FOR GOVERNOR
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2002|99CAC00276|12/12/2001|52.83|I|0|                                                  |6230222|KRISTENSEN FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/09/2002|99CAC00029|12/27/2001|17.75|I|0|                                                  |6230222|BEUTLER FOR LEGISLATURE 
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/09/2001|99CAC00209|06/22/2001|43.19|I|0|                                                  |6200210|ROD JOHNSON FOR PSC
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|07/09/2001|99CAC00226|06/17/2001|30.94|I|0|                                                  |6200210|KREMER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/07/2001|99CAC00315|05/15/2001|33.57|I|0|                                                  |6190133|SOUTH OMAHANS FOR HILGERT
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/07/2001|99CAC00080|05/08/2001|22.1|I|0|                                                  |6190133|PEDERSON FOR LEGISLATURE COMMITTEE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/07/2001|99CAC00025|05/21/2001|19.51|I|0|                                                  |6190133|BAKER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/12/2001|99CAC00178|01/08/2001|24.17|I|0|                                                  |6050126|PEOPLE FOR PREISTER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/12/2001|99CAC00430|01/03/2001|20.96|I|0|                                                  |6050126|KRUSE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/07/2000|99CAC00107|05/31/2000|25.3|I|0|                                                  |5950061|ED SCHROCK FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/08/2000|99CAC00304|04/05/2000|32.41|I|0|                                                  |5940058|FRIENDS OF FLOYD VRTISKA
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/10/2000|99CAC00178|01/01/2000|36.79|I|0|                                                  |0000000|PEOPLE FOR PREISTER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/10/2000|99CAC00284|01/01/2000|43.03|I|0|                                                  |0000000|MATZKE FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/11/2000|99CAC00307|12/01/1999|45.34|I|0|                                                  |5780137|BOB WICKERSHAM FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/02/1999|99CAC00117|11/08/1999|42.5|I|0|                                                  |5770012|THOMPSON FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/02/1999|99CAC00311|11/08/1999|39.79|I|0|                                                  |5770012|HARTNETT FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|12/02/1999|99CAC00040|11/03/1999|63.78|I|0|                                                  |5770012|DENNIS BYARS FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/03/1999|99CAC00090|05/01/1999|35.51|I|0|                                                  |5730097|ROBAK FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|06/03/1999|99CAC00226|05/01/1999|42.64|I|0|                                                  |5730097|KREMER FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|05/13/1999|99CAC00191|04/01/1999|28.56|I|0|NONE                                              |5720145|CONNEALY FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/02/1999|99CAC00321|03/01/1999|742.1|I|0|                                                  |5690039|RAMON JANSSEN FOR STATE LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|04/02/1999|99CAC00274|03/01/1999|25.77|I|0|                                                  |5690039|SHELLEY KIEL FOR LEGISLATURE
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|02/08/1999|99CAC00178|01/11/1999|31.9|I|0|                                                  |5580226|PEOPLE FOR PREISTER
GREAT PLAINS COMMUNICATIONS, INC.|99CUA00093|01/06/1999|99BQC00009|12/31/1998|3387.79|I|0|                                                  |5550234|NEBRASKANS TO PROTECT OUR PHONE SERVICE
FIRSTIER FINANCIAL, INC.|99CUA00098|08/25/1986|99CAC00303|04/23/1986|186.45|I|0|                                                  |2170212|ROTH FOR SHERIFF COMMITTEE
TOMLINSON ADVERTISING|99CUA00099|12/10/1996|99CAC00250|09/30/1996|168|I|0|                                                  |4890184|CITIZENS FOR CROSBY
NORTHERN NATURAL GAS|99CUA00100|03/09/1992|99CAC00279|03/15/1991|1202.53|I|0|                                                  |0000000|DAN LYNCH FOR LEGISLATURE
FIRST DATA CORPORATION (HEADQUARTERS, COLORADO)|99CUA00101|04/25/2005|99CAC00562|03/16/2005|739.9|I|0|airfare washington dc to lincoln|7030193|BRUNING FOR ATTORNEY GENERAL
FIRST DATA CORPORATION (HEADQUARTERS, COLORADO)|99CUA00101|03/09/1995|99CAC00290|02/01/1995|2850|I|0|                                                  |0444008|BEN NELSON FOR GOVERNOR
FIRST DATA CORPORATION (HEADQUARTERS, COLORADO)|99CUA00101|02/10/1995|99CAC00290|01/01/1995|2850|I|0|                                                  |4420230|BEN NELSON FOR GOVERNOR
